Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse0_032.ome.tiff	1f8a627a-ab04-437f-a53a-5162c961277f	Annotation	Root		Root object (Image)	Geometry	5692.2	4388.6	47.7985	0.0	370.3098				25789	4491	10203	11095	29661766.4	34391.9
mouse0_032.ome.tiff	83b53de0-aaee-4ec8-b658-c443c07e12b9	Annotation	root	Right: root	Root	Polygon	7190.1	4167.7	1.3221	0.0	0.0	997.0	0.0		2099	331	864	904	15937068.1	17666.4
mouse0_032.ome.tiff	22ac7980-d6ba-437d-8bb7-1c0f06175783	Annotation	grey	Right: grey	root	Geometry	7226.1	4135.2	21.9276	427.8296	672.9478	8.0	0.0	997.0	1854	255	762	837	12133253.1	58634.4
mouse0_032.ome.tiff	3e39acfa-0159-4887-8c86-abd81cc5ffd8	Annotation	CB	Right: CB	grey	Geometry	7405.0	3287.1	24.6308	224.8335	274.5596	512.0	0.0	8.0	77	77	0	0	7620632.5	40589.6
mouse0_032.ome.tiff	2759a4a5-7b8c-4ffe-9259-1091834d2929	Annotation	CBN	Right: CBN	CB	Geometry	7971.6	4178.1	7.2519	32.9578	121.021	519.0	0.0	512.0	11	11	0	0	131097.0	1882.3
mouse0_032.ome.tiff	b938dc18-1bea-47cf-a912-8839da8ad84f	Annotation	DN	Right: DN	CBN	Polygon	8011.8	4183.1	58.0932	29.8499	0.0	846.0	0.0	519.0	11	11	0	0	124490.8	1415.8
mouse0_032.ome.tiff	f0ceaacd-4024-4412-b9a5-d274ef0e65d3	Annotation	IP	Right: IP	CBN	Geometry	7215.0	4084.3	144.8961	0.0	0.0	91.0	0.0	519.0	0	0	0	0	6606.3	466.49
mouse0_032.ome.tiff	d288f24f-a944-4f76-8446-fb8970e011bb	Annotation	CBX	Right: CBX	CB	Geometry	7398.0	3263.2	266.3735	924.9538	164.4313	528.0	0.0	512.0	62	62	0	0	7420209.5	35375.2
mouse0_032.ome.tiff	3c61eccf-fd7e-4cc1-8dd2-369b2793a65c	Annotation	VERM	Right: VERM	CBX	Geometry	6056.8	2970.1	2.4173	0.0	0.0	645.0	0.0	528.0	35	35	0	0	3182994.2	17227.6
mouse0_032.ome.tiff	8d5eb8dc-3bfa-4c10-b9be-0467fcaa625f	Annotation	LING	Right: LING	VERM	Polygon	5578.5	4235.8	13.9951	0.0	0.0	912.0	0.0	645.0	0	0	0	0	24129.6	1046.5
mouse0_032.ome.tiff	bc1a9167-0a8b-459d-b920-acc9d4156fd8	Annotation	CENT	Right: CENT	VERM	Geometry	5851.0	3365.0	8998.9333	15527.5198	7643.4668	920.0	0.0	645.0	25	25	0	0	1557372.3	9935.6
mouse0_032.ome.tiff	81e8f4d0-60ad-42c4-9444-9f5d723cbdac	Annotation	CENT2	Right: CENT2	CENT	Geometry	5771.3	3891.0	439.7593	16.6004	0.0	976.0	0.0	920.0	5	5	0	0	458664.0	4963.1
mouse0_032.ome.tiff	06d56f14-674d-4dbd-89e6-9b5cfd3c3ba5	Annotation	CENT3	Right: CENT3	CENT	Geometry	5884.2	3145.4	30.8454	331.0503	91.7114	984.0	0.0	920.0	20	20	0	0	1098708.4	7328.3
mouse0_032.ome.tiff	acceed4b-dc4d-4429-bf4a-8912009c0dd0	Annotation	CUL	Right: CUL	VERM	Geometry	6264.1	2567.1	6.7432	0.0	149.2261	928.0	0.0	645.0	10	10	0	0	1601491.3	11266.1
mouse0_032.ome.tiff	4bf6a485-2a94-42db-aefd-cd4c8370c29d	Annotation	CUL4, 5	Right: CUL4, 5	CUL	Geometry	6264.1	2567.1	3.9662	0.0	0.0	1091.0	0.0	928.0	10	10	0	0	1601491.3	11266.1
mouse0_032.ome.tiff	b5a3cf86-df99-4a85-8304-5ff8a4150027	Annotation	HEM	Right: HEM	CBX	Polygon	8405.5	3483.4	2230.3513	1889.0127	670.7463	1073.0	0.0	528.0	27	27	0	0	4237215.4	22124.8
mouse0_032.ome.tiff	de58f581-92b4-4c7b-af13-44c2607291b0	Annotation	PRM	Right: PRM	HEM	Polygon	8672.8	3989.3	608.1754	2621.5427	5683.1453	1025.0	0.0	1073.0	0	0	0	0	403.51	179.18
mouse0_032.ome.tiff	f20c1274-e622-45f8-8807-b8073b4658bd	Annotation	COPY	Right: COPY	HEM	Polygon	8445.6	4154.2	38.1682	2.9649	0.0	1033.0	0.0	1073.0	1	1	0	0	28563.4	793.83
mouse0_032.ome.tiff	a6bb8863-d3b9-47ef-a2e6-b704566d83cd	Annotation	PFL	Right: PFL	HEM	Polygon	9290.2	4551.8	2.4173	0.0	0.0	1041.0	0.0	1073.0	3	3	0	0	1029029.2	7549.3
mouse0_032.ome.tiff	070dd79b-d284-45a6-a68a-d737ad22b769	Annotation	FL	Right: FL	HEM	Polygon	8785.3	4824.3	20.2445	385.9228	213.7706	1049.0	0.0	1073.0	1	1	0	0	309608.6	3006.8
mouse0_032.ome.tiff	8961f1f7-6ecf-4942-a9ba-2cada62ee57d	Annotation	SIM	Right: SIM	HEM	Polygon	7294.6	2661.9	13.9951	0.0	0.0	1007.0	0.0	1073.0	14	14	0	0	1102302.9	8353.3
mouse0_032.ome.tiff	d85b756a-0475-4322-81c0-c62a429162ae	Annotation	AN	Right: AN	HEM	Polygon	8516.1	3127.7	353.8217	1209.9987	4223.9315	1017.0	0.0	1073.0	8	8	0	0	1767307.8	8530.0
mouse0_032.ome.tiff	64b63027-5d98-41ed-ad85-58272856f76b	Annotation	ANcr1	Right: ANcr1	AN	Polygon	8515.0	3124.8	0.0	3.7394	0.0	1056.0	0.0	1017.0	8	8	0	0	1761265.8	8267.2
mouse0_032.ome.tiff	4df466fb-3509-48dc-88a1-262d9b1a2265	Annotation	ANcr2	Right: ANcr2	AN	Geometry	8835.2	3970.0	0.0	0.0	28.2193	1064.0	0.0	1017.0	0	0	0	0	6042.1	614.43
mouse0_032.ome.tiff	a650ce47-3bb3-43e4-b859-4e5f7c036e8a	Annotation	BS	Right: BS	grey	Geometry	6834.6	5321.0	35.5643	748.3726	1084.6827	343.0	0.0	8.0	1797	198	762	837	5178325.9	25471.5
mouse0_032.ome.tiff	3569f016-bf68-4652-93ba-b8a2d5925d1b	Annotation	HB	Right: HB	BS	Geometry	6834.6	5321.0	14.6367	3.6454	0.0	1065.0	0.0	343.0	1797	198	762	837	5178325.9	25471.5
mouse0_032.ome.tiff	922488fc-b0d7-449a-b9ce-22180b1afcce	Annotation	P	Right: P	HB	Geometry	6484.6	5487.2	2.0965	0.0	0.0	771.0	0.0	1065.0	1146	103	501	542	2828796.6	21104.6
mouse0_032.ome.tiff	fd2bbe4e-28d5-4baa-99ca-2c0bac67c154	Annotation	P-mot	Right: P-mot	P	Geometry	6159.1	5493.0	8.0264	26.1318	984.2426	987.0	0.0	771.0	746	39	320	387	1471171.8	7268.8
mouse0_032.ome.tiff	35066596-d3a4-4114-988c-0fb98e976490	Annotation	PCG	Right: PCG	P-mot	Geometry	5877.2	4530.8	22.3423	0.0	0.0	898.0	0.0	987.0	12	8	1	3	253001.3	3411.6
mouse0_032.ome.tiff	3ed7c19c-b91d-429d-8f55-22c9fe2e131f	Annotation	PDTg	Right: PDTg	P-mot	Polygon	5705.9	4635.1	18.4311	0.0	370.3098	599626927.0	0.0	987.0	1	0	1	0	68663.9	958.77
