Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse0_036.ome.tiff	816508e3-781f-44d7-8325-e6029524973c	Annotation	CN	Right: CN	MY-sen	Polygon	7948.9	5160.1	11.9926	3.4186	0.0	607.0	0.0	386.0	27	18	9	0	522878.1	3746.4
mouse0_036.ome.tiff	e811d6ae-1a03-424a-93cc-dcfed162baf7	Annotation	DCO	Right: DCO	CN	Polygon	7904.9	4864.4	6.1567	0.0	0.0	96.0	0.0	607.0	13	4	9	0	276328.5	2632.0
mouse0_036.ome.tiff	8c25f381-adff-4669-bad4-77c47887bedd	Annotation	VCO	Right: VCO	CN	Polygon	7998.2	5491.4	0.0	0.0	0.0	101.0	0.0	607.0	14	14	0	0	246549.6	2236.0
mouse0_036.ome.tiff	c1f51403-3405-4a07-94db-304c9d9ed2af	Annotation	MY-mot	Right: MY-mot	MY	Geometry	6436.2	5428.1	23.7583	9.084	0.0	370.0	0.0	354.0	2704	358	2168	178	3455838.3	15039.2
mouse0_036.ome.tiff	68b7e4b4-8ef5-4d65-b4d8-a0a4fbd03750	Annotation	IRN	Right: IRN	MY-mot	Polygon	6466.9	5714.7	50.7084	480.432	616.4592	136.0	0.0	370.0	583	88	454	41	395294.4	3018.4
mouse0_036.ome.tiff	2ef7d8fa-cdd9-4a16-a963-630c24ac3730	Annotation	y	Right: y	MY-mot	Polygon	7287.0	4489.3	6.1567	0.0	0.0	781.0	0.0	370.0	2	2	0	0	38285.4	754.54
mouse0_036.ome.tiff	7567129e-c1a3-4017-a835-6b8d60c20166	Annotation	VII	Right: VII	MY-mot	Polygon	6841.2	6260.4	22.9288	12.1255	0.0	661.0	0.0	370.0	1098	80	1014	4	452776.9	2626.3
mouse0_036.ome.tiff	4b848146-cefa-4cfd-91fe-c58c9b8b9695	Annotation	GRN	Right: GRN	MY-mot	Geometry	5896.5	5824.3	56.0061	107.3856	11.445	1048.0	0.0	370.0	501	66	363	72	610568.7	4286.0
mouse0_036.ome.tiff	a2fb0e9d-303c-4097-8680-825a9b7bc7ba	Annotation	PHY	Right: PHY	MY-mot	Polygon	5654.0	4982.5	6.6103	0.0	0.0	154.0	0.0	370.0	1	1	0	0	81795.5	1198.7
mouse0_036.ome.tiff	1a51cc78-1d0a-491b-8765-d05aa50116ac	Annotation	PRP	Right: PRP	PHY	Polygon	5654.0	4982.5	0.0	0.0	0.0	169.0	0.0	154.0	1	1	0	0	81795.5	1198.7
mouse0_036.ome.tiff	5f606b59-8a85-4e04-b269-c1d2808fdd07	Annotation	PGRN	Right: PGRN	MY-mot	Geometry	5818.5	5402.3	3.7394	272.1009	127.2883	938.0	0.0	370.0	14	4	5	5	127895.9	1776.2
mouse0_036.ome.tiff	7e563152-ce70-48d1-9073-8174436c370f	Annotation	PGRNd	Right: PGRNd	PGRN	Polygon	5742.8	5243.4	76.5467	292.3639	110.8467	970.0	0.0	938.0	13	3	5	5	109298.4	1260.5
mouse0_036.ome.tiff	e5133cd0-9360-4875-8e8d-668eb1062149	Annotation	PGRNl	Right: PGRNl	PGRN	Polygon	6263.7	6336.7	1280.6555	11069.6816	1408.3457	978.0	0.0	938.0	1	1	0	0	18597.5	515.72
mouse0_036.ome.tiff	a052625c-d4d6-4f53-9caa-2a797450c24a	Annotation	PPY	Right: PPY	MY-mot	Polygon	6277.9	6477.3	0.0	0.0	0.0	1069.0	0.0	370.0	2	2	0	0	31202.7	722.6
mouse0_036.ome.tiff	ec876e6a-7161-42e2-94cd-c526b03e2692	Annotation	MARN	Right: MARN	MY-mot	Polygon	5845.5	6300.7	23578.8462	192276.9385	30837.3762	307.0	0.0	370.0	40	3	28	9	133971.5	1567.5
mouse0_036.ome.tiff	1156794a-4181-4727-a992-aca0b0018e20	Annotation	VNC	Right: VNC	MY-mot	Geometry	6569.4	4768.4	1.5489	0.0	5.6091	701.0	0.0	370.0	150	63	59	28	1173278.8	5508.9
mouse0_036.ome.tiff	af317baa-cf7b-4e70-8073-64cd0277ea6e	Annotation	MV	Right: MV	VNC	Polygon	6256.0	4818.9	347.2587	713.1128	134.0149	202.0	0.0	701.0	116	37	52	27	643443.2	3570.7
mouse0_036.ome.tiff	1d9b23bb-ef18-4d80-bb4b-2f8bf2e86222	Annotation	LAV	Right: LAV	VNC	Geometry	6973.9	4813.9	16.0527	165.3573	55.394	209.0	0.0	701.0	20	14	5	1	267475.7	4016.6
mouse0_036.ome.tiff	aa60714f-a3f1-481f-8020-13373d8f8abf	Annotation	SUV	Right: SUV	VNC	Polygon	6907.7	4419.1	3.0978	1533.8637	1868.4498	217.0	0.0	701.0	12	10	2	0	168799.3	1580.7
mouse0_036.ome.tiff	1ed211bd-67f8-4a2c-be3d-458bb8353d02	Annotation	SPIV	Right: SPIV	VNC	Geometry	6958.5	4921.5	297.6373	2138.1964	384.3064	225.0	0.0	701.0	2	2	0	0	93537.3	2558.9
mouse0_036.ome.tiff	2170d338-a37f-4c33-b8ef-d43654bf0453	Annotation	PARN	Right: PARN	MY-mot	Polygon	6884.0	5593.5	8.48	0.0	0.0	852.0	0.0	370.0	311	48	244	19	344839.0	2770.1
mouse0_036.ome.tiff	c58fb308-0dc1-4899-a0b7-07e7049362a1	Annotation	ICB	Right: ICB	MY-mot	Polygon	6706.1	4076.5	5.2883	36.6193	21.7558	372.0	0.0	370.0	2	1	1	0	65970.3	1056.1
mouse0_036.ome.tiff	cb0e1ca0-34c8-4f6e-a53c-e30043596522	Annotation	MY-sat	Right: MY-sat	MY	Polygon	5505.8	6293.4	2.6751	216.2148	34.5067	379.0	0.0	354.0	51	16	32	3	28506.8	1346.1
mouse0_036.ome.tiff	33c9d90f-1ff7-4443-b9c1-b095ad792cf7	Annotation	RM	Right: RM	MY-sat	Polygon	5497.6	6209.8	0.0	0.0	0.0	206.0	0.0	379.0	45	16	26	3	20953.4	1012.3
mouse0_036.ome.tiff	b358251d-f83b-4326-9d04-7d080e49f384	Annotation	RPA	Right: RPA	MY-sat	Polygon	5528.5	6525.5	1.3221	0.0	0.0	230.0	0.0	379.0	6	0	6	0	7521.3	395.61
mouse0_036.ome.tiff	c9eead4b-a12c-4c7b-8efa-a8ec1ab6a1a0	Annotation	VS	Right: VS	root	Geometry	6193.6	4556.6	3.4186	0.0	0.0	73.0	0.0	997.0	42	2	12	28	542220.1	6265.8
mouse0_036.ome.tiff	0452b05c-13ed-4333-b218-903410ef26e8	Annotation	V4	Right: V4	VS	Geometry	6576.5	4679.4	2.0965	0.0	3.194	145.0	0.0	73.0	31	1	3	27	197161.6	8889.9
mouse0_036.ome.tiff	6efac1ed-09a3-4d96-8ef9-7cb46830d579	Annotation	V4r	Right: V4r	V4	Geometry	8191.8	5013.0	5.6091	111.5847	13.6354	153.0	0.0	145.0	0	0	0	0	66456.3	3573.1
mouse0_036.ome.tiff	ab4d1d32-32a7-44f6-b5d0-6182bbad3111	Annotation	VL	Right: VL	VS	Geometry	5974.2	4486.2	84.7648	264.5556	117.4833	81.0	0.0	73.0	11	1	9	1	344963.6	3457.3
mouse0_036.ome.tiff	2891ccf0-016c-448b-a538-28576faa92d0	Annotation	chpl	Right: chpl	VL	Geometry	5974.2	4486.2	1280.6555	11069.6816	1408.3457	108.0	0.0	81.0	11	1	9	1	344963.6	3457.3
mouse0_036.ome.tiff	5e309ff4-8af8-4635-862f-567d679e146e	Annotation	fiber tracts	Right: fiber tracts	root	Geometry	7076.1	4201.6	2.6751	216.2148	34.5067	1009.0	0.0	997.0	116	29	67	20	2181345.3	32195.4
mouse0_036.ome.tiff	e636c127-adce-4cf0-96fe-b5c4a77b673d	Annotation	cbf	Right: cbf	fiber tracts	Geometry	7132.0	3782.7	0.0	0.0	6.5164	960.0	0.0	1009.0	18	11	7	0	1749645.5	24615.9
mouse0_036.ome.tiff	c84d0490-6232-4bdd-8300-28a667d90a7c	Annotation	arb	Right: arb	cbf	Geometry	7148.5	3648.4	0.0	42.938	31.8818	728.0	0.0	960.0	17	10	7	0	1525338.8	22726.6
mouse0_036.ome.tiff	cd97f6ab-da3e-4508-b474-fbbcc61c2bf6	Annotation	cbc	Right: cbc	cbf	Polygon	5625.4	3779.5	3.0978	36.1323	5.8359	744.0	0.0	960.0	0	0	0	0	59588.6	1208.9
mouse0_036.ome.tiff	0ef97a94-2a67-4193-93bd-daa32eb0d501	Annotation	cbp	Right: cbp	cbf	Geometry	7525.2	5028.5	201.0289	2310.2853	578.204	752.0	0.0	960.0	1	1	0	0	164635.1	2959.4
mouse0_036.ome.tiff	09b56327-2879-47a2-b3d0-320035dbfbbf	Annotation	scp	Right: scp	cbp	Polygon	7216.9	6437.4	303.8586	2200.5428	339.7459	326.0	0.0	752.0	0	0	0	0	15033.4	1282.0
mouse0_036.ome.tiff	4f52fa7a-4a35-48fb-b29e-984ae558f018	Annotation	sctv	Right: sctv	scp	Polygon	7216.9	6437.4	1118.5524	10658.1397	1276.7492	866.0	0.0	326.0	0	0	0	0	15033.4	1282.0
mouse0_036.ome.tiff	ad3012cf-fdf8-4169-947f-65d55659c536	Annotation	icp	Right: icp	cbp	Polygon	7556.2	4886.9	26.6682	83.8541	11.445	1123.0	0.0	752.0	1	1	0	0	149601.7	1677.4
mouse0_036.ome.tiff	0e5e8f01-c7c5-47fa-8560-b1d4066cafa8	Annotation	cm	Right: cm	fiber tracts	Geometry	7252.5	5696.4	145.2245	272.7278	143.9562	967.0	0.0	1009.0	15	7	7	1	286284.9	5173.1
mouse0_036.ome.tiff	00d6d0f1-f9ea-4b33-a0e7-96827c1f0343	Annotation	Vn	Right: Vn	cm	Polygon	7645.7	5715.2	9.1605	52.4734	21.7558	901.0	0.0	967.0	3	3	0	0	224008.8	3012.8
mouse0_036.ome.tiff	4f1863ed-8b84-49a9-bad2-c882e84fe481	Annotation	sV	Right: sV	Vn	Polygon	7645.7	5715.2	13.6354	50.1997	6.5164	229.0	0.0	901.0	3	3	0	0	224008.8	3012.8
mouse0_036.ome.tiff	61396025-9996-4404-b69f-b50a0726904c	Annotation	sptV	Right: sptV	sV	Polygon	7645.7	5715.2	25.6669	3.4186	0.0	794.0	0.0	229.0	3	3	0	0	224008.8	3012.8
mouse0_036.ome.tiff	35243cb4-bfaf-4769-b1af-f1ac6a1bfbfe	Annotation	drt	Right: drt	cm	Polygon	5623.3	6447.3	58.7348	2841.7065	239.8808	792.0	0.0	967.0	1	0	0	1	21514.4	550.06
mouse0_036.ome.tiff	7d01fed3-0328-4715-baae-befa46289e39	Annotation	cett	Right: cett	drt	Polygon	5623.3	6447.3	4.193	0.0	0.0	932.0	0.0	792.0	1	0	0	1	21514.4	550.06
mouse0_036.ome.tiff	e4caf23e-aad1-4c0e-bde6-a0163b489853	Annotation	ml	Right: ml	cett	Polygon	5623.3	6447.3	0.0	42.938	31.8818	697.0	0.0	932.0	1	0	0	1	21514.4	550.06
mouse0_036.ome.tiff	3726cfff-a488-41c3-91f9-acc1784a0ac8	Annotation	VIIn	Right: VIIn	cm	Polygon	6085.5	5324.0	334.8125	695.5111	134.0149	798.0	0.0	967.0	6	3	3	0	20520.9	609.17
mouse0_036.ome.tiff	5e2eb0db-0173-4bc4-98db-712ec769d85e	Annotation	VIIIn	Right: VIIIn	cm	Polygon	6698.4	4606.1	2.9649	4.7407	0.0	933.0	0.0	967.0	1	1	0	0	5642.1	316.07
mouse0_036.ome.tiff	ebbb4767-156a-4f56-bb3d-48407cef6c6c	Annotation	cVIIIn	Right: cVIIIn	VIIIn	Polygon	6698.4	4606.1	27.8185	23.5315	0.0	948.0	0.0	933.0	1	1	0	0	5642.1	316.07
mouse0_036.ome.tiff	bf75ca20-70a6-44ab-8296-b939570fb0e4	Annotation	das	Right: das	cVIIIn	Polygon	6698.4	4606.1	13.7683	754.3506	61.1951	506.0	0.0	948.0	1	1	0	0	5642.1	316.07
mouse0_036.ome.tiff	165b0b85-f8fc-4713-a260-6b82830a14a9	Annotation	IIIn	Right: IIIn	cm	Polygon	5474.3	5246.9	27.697	102.457	71.6347	832.0	0.0	967.0	4	0	4	0	14598.7	685.05
mouse0_036.ome.tiff	e1ee7bb3-4205-499a-a216-4d348ab82bc1	Annotation	mlf	Right: mlf	IIIn	Polygon	5474.3	5246.9	9.4149	3.8333	0.0	62.0	0.0	832.0	4	0	4	0	14598.7	685.05
mouse0_036.ome.tiff	ff7074f0-0572-45ef-b496-cd746601f746	Annotation	lfbs	Right: lfbs	fiber tracts	Polygon	5810.8	6612.4	0.0	1007.8825	1599.0777	983.0	0.0	1009.0	1	1	0	0	73943.8	1256.1
mouse0_036.ome.tiff	3db11ac7-b532-4d47-abc3-02ddd6a56b16	Annotation	cst	Right: cst	lfbs	Polygon	5810.8	6612.4	174.2407	3942.0059	664.2519	784.0	0.0	983.0	1	1	0	0	73943.8	1256.1
mouse0_036.ome.tiff	9bf41ab4-ae91-4c14-8d77-c4cfa39ac930	Annotation	py	Right: py	cst	Polygon	5810.8	6612.4	0.0	0.0	0.0	190.0	0.0	784.0	1	1	0	0	73943.8	1256.1
mouse0_036.ome.tiff	b5650c11-34f5-41c8-b7dc-a682e0b2fac0	Annotation	eps	Right: eps	fiber tracts	Geometry	6310.8	5973.4	0.0	0.0	0.0	1000.0	0.0	1009.0	82	10	53	19	71471.1	2351.8
mouse0_036.ome.tiff	246106b8-1af7-480d-a1d7-220bc39afb9b	Annotation	rust	Right: rust	eps	Polygon	7310.6	6277.9	10.8034	0.0	0.0	863.0	0.0	1000.0	2	0	2	0	31355.1	1443.4
mouse0_036.ome.tiff	865c806e-b597-4032-9a53-48c52e2add56	Annotation	tsp	Right: tsp	eps	Polygon	5529.4	5735.4	76.5467	292.3639	110.8467	877.0	0.0	1000.0	80	10	51	19	40116.0	908.38
mouse0_036.ome.tiff	1b050e77-86b8-457a-b824-c293a5286893	Annotation	tspc	Right: tspc	tsp	Polygon	5529.4	5735.4	0.0	41.3049	0.0	1043.0	0.0	877.0	80	10	51	19	40116.0	908.38
mouse0_036.ome.tiff	04a31221-b307-49a3-8dc3-05a378c7f37d	Annotation	root	Left: root	Root	Polygon	3591.6	4478.9	53.0859	157.104	18.4798	997.0	0.0		60272	6909	45948	7415	16037785.4	17975.3
mouse0_036.ome.tiff	bc76f7c5-5110-4cb3-ab6b-a740cf16ece5	Annotation	grey	Left: grey	root	Geometry	3536.1	4478.4	1.3221	0.0	0.0	8.0	0.0	997.0	57975	6732	44465	6778	13210549.7	53379.4
mouse0_036.ome.tiff	1d488964-83c4-4e45-aad6-8e645cd4dd9f	Annotation	CB	Left: CB	grey	Geometry	3169.1	3832.4	0.0	0.0	0.0	512.0	0.0	8.0	244	60	149	35	8420105.8	37407.6
mouse0_036.ome.tiff	241dbab7-2cac-4fa5-86d2-760cb86fabf5	Annotation	CBN	Left: CBN	CB	Geometry	3683.7	4308.3	1537.0198	11535.5896	1655.2466	519.0	0.0	512.0	179	33	128	18	934836.3	6922.4
mouse0_036.ome.tiff	200efb29-ab5d-4320-81e4-9a2db81e9f5d	Annotation	VeCB	Left: VeCB	CBN	Polygon	4186.4	4361.9	1411.0088	11102.1367	1416.4661	589508455.0	0.0	519.0	30	3	23	4	92067.6	1206.6
mouse0_036.ome.tiff	16d0bbaf-75b8-4056-b3e5-c8d5680c93e5	Annotation	DN	Left: DN	CBN	Polygon	2935.3	4719.4	26.4414	21.1793	0.0	846.0	0.0	519.0	15	7	8	0	240123.3	1914.0
mouse0_036.ome.tiff	782e5911-1a4d-4775-b31e-1c5168553b6e	Annotation	IP	Left: IP	CBN	Polygon	3535.4	4210.7	0.0	0.0	6.5164	91.0	0.0	519.0	125	17	94	14	372413.4	3039.9
mouse0_036.ome.tiff	97efcf5b-1077-4101-aef7-fbab69bb443b	Annotation	FN	Left: FN	CBN	Polygon	4503.0	4016.1	21.435	0.0	0.0	989.0	0.0	519.0	9	6	3	0	230232.0	1860.2
mouse0_036.ome.tiff	f94fcedd-5f3b-479f-8693-0436080f94c0	Annotation	CBX	Left: CBX	CB	Geometry	3092.5	3760.1	23685.6955	192985.3483	31015.1845	528.0	0.0	512.0	29	23	6	0	7332742.9	30366.5
mouse0_036.ome.tiff	01922614-2503-4cbe-a913-e869602e16ab	Annotation	VERM	Left: VERM	CBX	Geometry	4577.3	2813.5	2507.1752	19921.2966	2708.0826	645.0	0.0	528.0	16	11	5	0	2492697.7	12199.4
mouse0_036.ome.tiff	7181c227-3ab9-4a82-b362-20305e8af40b	Annotation	LING	Left: LING	VERM	Geometry	5170.0	4124.7	327.6169	4358.8661	41.6883	912.0	0.0	645.0	1	1	0	0	73607.9	1975.9
mouse0_036.ome.tiff	821451b2-95cf-41eb-aec1-c5e9d101ec9a	Annotation	CENT	Left: CENT	VERM	Polygon	5099.1	3470.1	25.3072	3118.4715	580.4266	920.0	0.0	645.0	1	1	0	0	182345.0	1959.3
mouse0_036.ome.tiff	b3450b7c-8d9f-4d09-8043-cf73a8f5a0f6	Annotation	CENT3	Left: CENT3	CENT	Polygon	5099.1	3470.1	4.5138	4.7407	5.6091	984.0	0.0	920.0	1	1	0	0	182345.0	1959.3
mouse0_036.ome.tiff	fae46ce9-e551-479b-85ce-12de22430ca5	Annotation	CUL	Left: CUL	VERM	Geometry	4516.7	2963.4	6.7043	288.7831	152.172	928.0	0.0	645.0	11	7	4	0	1548173.8	8957.9
mouse0_036.ome.tiff	df734cf8-35ae-4ffa-a5b1-d773c240a273	Annotation	CUL4, 5	Left: CUL4, 5	CUL	Geometry	4516.7	2963.4	1.7932	0.0	0.0	1091.0	0.0	928.0	11	7	4	0	1548173.8	8957.9
mouse0_036.ome.tiff	6c6b7c97-6e7e-4b2d-a2dd-8f7f9ff1cf17	Annotation	DEC	Left: DEC	VERM	Polygon	4512.0	2162.3	0.0	0.0	0.0	936.0	0.0	645.0	3	2	1	0	688533.7	3938.4
mouse0_036.ome.tiff	ab490452-76fa-4563-a99d-5a4feb80cba7	Annotation	HEM	Left: HEM	CBX	Geometry	2327.8	4247.7	2.9649	4.7407	0.0	1073.0	0.0	528.0	13	12	1	0	4840045.3	21744.8
mouse0_036.ome.tiff	a5efa6b8-a156-4426-b6e7-98a45c11cef3	Annotation	PRM	Left: PRM	HEM	Polygon	2043.6	4731.3	187.5189	12607.6157	14230.3877	1025.0	0.0	1073.0	0	0	0	0	45051.5	1150.8
mouse0_036.ome.tiff	a5c09d1c-f856-4740-97aa-b0ab87b576dc	Annotation	COPY	Left: COPY	HEM	Polygon	2495.5	4753.6	23578.8462	192276.9385	30837.3762	1033.0	0.0	1073.0	0	0	0	0	90774.2	1321.9
mouse0_036.ome.tiff	0fa088a3-9c9b-4d43-82e8-8c1c1681c4ac	Annotation	PFL	Left: PFL	HEM	Polygon	1759.8	5582.4	6502.9397	54331.9563	1990.2103	1041.0	0.0	1073.0	1	1	0	0	1417436.6	8597.9
mouse0_036.ome.tiff	321f806c-8dde-4f7f-ab53-dace88e411dc	Annotation	FL	Left: FL	HEM	Polygon	2303.5	5682.1	6.7043	1296.6656	1751.2498	1049.0	0.0	1073.0	0	0	0	0	274864.5	2709.7
mouse0_036.ome.tiff	a83350de-1d0e-4c19-9740-96932dfd3970	Annotation	SIM	Left: SIM	HEM	Polygon	3450.3	2896.7	6.3835	8.8948	0.0	1007.0	0.0	1073.0	6	5	1	0	855162.0	6451.3
mouse0_036.ome.tiff	26f1ffe6-bf5c-49d8-a08d-299098f3cf06	Annotation	AN	Left: AN	HEM	Geometry	2257.9	3691.9	15.0904	0.0	0.0	1017.0	0.0	1073.0	6	6	0	0	2156756.5	8103.5
