Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: EGFP area µm^2	Fibers: DsRed area µm^2	ID	Side	Parent ID	Area µm^2	Perimeter µm
animalid1-SC_s18.ome.tiff	68a24d37-19b3-46be-9dda-017e73d07b69	Annotation	3Sp	Right: 3Sp	DH	Polygon	863.89	492.67	704.295	68.445	4	0	90	44703.3	1365.9
animalid1-SC_s18.ome.tiff	1e97faf6-a1e7-4c05-a1cf-94d9b0793cdd	Annotation	4Sp	Right: 4Sp	DH	Geometry	1002	640.98	2059.425	231.8625	5	0	90	72188.8	2088.1
animalid1-SC_s18.ome.tiff	f94af1a0-8983-43ac-a002-4641257478c7	Annotation	5SpL	Right: 5SpL	DH	Polygon	906.04	726.19	1150.605	126.5625	8	0	90	54236.4	886.03
animalid1-SC_s18.ome.tiff	5ac2852e-a378-40e2-9ad2-19c8b5bde6ff	Annotation	5SpM	Right: 5SpM	DH	Geometry	1095.5	808.94	344.8575	56.7	9	0	90	22709.5	955.17
animalid1-SC_s18.ome.tiff	dc2d4d7e-886e-4bda-87b1-de69ea75a254	Annotation	D	Right: D	DH	Polygon	1205.1	878.79	44.145	14.3775	10	0	90	9533.4	390.85
animalid1-SC_s18.ome.tiff	661f5e15-44b0-428f-b7e3-1c9c6ff1f504	Annotation	6Sp	Right: 6Sp	DH	Polygon	1043.4	916.72	1382.67	107.1225	11	0	90	40163.7	1268.6
animalid1-SC_s18.ome.tiff	d33da962-ea80-49e0-b62a-b2708230c59a	Annotation	C	Right: C	GM	Polygon	1382.6	1117.7	1226.34	169.695	100	0	71	22400.5	620.41
animalid1-SC_s18.ome.tiff	cdb2e5c3-8a7f-4c8c-9b14-753e76edba37	Annotation	10Sp	Right: 10Sp	C	Polygon	1377.8	1121.6	1144.9351	169.8975	14	0	100	19900	673.56
animalid1-SC_s18.ome.tiff	fe1bde4c-7876-4504-bc75-e1c5481c24fb	Annotation	CC	Right: CC	C	Polygon	1418.2	1085	81.2025	0	16	0	100	2517	209.58
animalid1-SC_s18.ome.tiff	9270138c-ef5e-4e5a-93c3-d94217721d13	Annotation	VH	Right: VH	GM	Polygon	973.39	1237.8	8997.2773	1185.84	110	0	71	387604.6	2354.9
animalid1-SC_s18.ome.tiff	0828ec8f-934f-4f74-a9e4-d85ee8245228	Annotation	7Sp	Right: 7Sp	VH	Geometry	1037	1120.2	3850.1326	425.0475	18	0	110	152695.8	2570
animalid1-SC_s18.ome.tiff	0e699224-ee83-4684-b76d-bc1e49668754	Annotation	IML	Right: IML	VH	Polygon	773.63	950.93	112.59	41.31	21	0	110	8092.8	372.08
animalid1-SC_s18.ome.tiff	03e53321-5036-4807-986f-e9338ee31a35	Annotation	IMM	Right: IMM	VH	Polygon	1273.5	1094	128.385	9.315	22	0	110	4242.9	281.79
animalid1-SC_s18.ome.tiff	9b6620e2-6113-4e22-9909-a98c79f2610d	Annotation	IMM7	Right: IMM7	IMM	Polygon	1273.5	1094	128.385	9.315	227	0	22	4242.9	281.79
animalid1-SC_s18.ome.tiff	96e89737-b118-464b-b765-af9f2c83122a	Annotation	8Sp	Right: 8Sp	VH	Geometry	1035.1	1367.1	4118.4448	434.565	26	0	110	116813.4	1778.7
animalid1-SC_s18.ome.tiff	a6551e7e-aa06-4809-82c3-c1461d6ce58c	Annotation	MN	Right: MN	VH	Geometry	816.61	1292.6	787.725	275.6025	120	0	110	105759.7	2439.4
animalid1-SC_s18.ome.tiff	09df3aad-c51e-4c7d-bd8a-f4f5b94fdf05	Annotation	Ax9	Right: Ax9	MN	Polygon	1141.5	1516.5	60.9525	0.2025	29	0	120	10801.5	471.72
animalid1-SC_s18.ome.tiff	568c41ea-b612-4466-96cf-c5101f8b7991	Annotation	Man9	Right: Man9	MN	Polygon	727.67	1148.7	407.025	192.9825	45	0	120	61467.6	921.37
animalid1-SC_s18.ome.tiff	36b22a07-2fa4-49fb-b90b-cbe954da36e5	Annotation	Pec9	Right: Pec9	MN	Polygon	956.56	1517.6	106.92	32.805	46	0	120	20184.5	546.17
animalid1-SC_s18.ome.tiff	440ff0d0-bc6b-4527-ba5a-0f935496dcb4	Annotation	Tr9	Right: Tr9	MN	Polygon	751.36	1434.3	212.8275	49.6125	58	0	120	13306.1	500.13
animalid1-SC_s18.ome.tiff	cee534ae-d16b-44d5-a03a-650dd5e77816	Annotation	root	Left: root	Root	Polygon	1988	1136	46104.1875	4412.8799	250	0		1641095.5	4869.6
animalid1-SC_s18.ome.tiff	b3ad1292-e16e-4056-a906-7fb7b0f79b07	Annotation	WM	Left: WM	root	Geometry	2072.3	1238.4	18588.082	1534.95	130	0	250	934470.2	8142.1
animalid1-SC_s18.ome.tiff	bdcef144-a830-48a0-8096-0fe9c163a3a0	Annotation	vf	Left: vf	WM	Polygon	1819.7	1681.4	9468.4951	569.6325	70	0	130	298179.5	2791
animalid1-SC_s18.ome.tiff	a76b577e-80d1-480b-b661-ebd20c2e0fbc	Annotation	df	Left: df	WM	Geometry	1555	623.36	2639.79	184.4775	74	0	130	138961.3	1720.2
animalid1-SC_s18.ome.tiff	706d10f7-61f2-48a5-aa03-9aa50ed52c57	Annotation	psdc	Left: psdc	df	Polygon	1545.2	582.23	506.655	15.795	64	0	74	22637.9	1074
animalid1-SC_s18.ome.tiff	8664ba08-0abf-411e-ac65-7b6a259efefe	Annotation	cu	Left: cu	df	Geometry	1624.4	609.56	990.0225	61.3575	61	0	74	52625.5	1261
animalid1-SC_s18.ome.tiff	9d6b561c-ddfb-4f62-bde2-10778be87ebf	Annotation	dcs	Left: dcs	df	Polygon	1510.5	871.67	113.805	18.225	62	0	74	25745.2	651.9
animalid1-SC_s18.ome.tiff	d8dfaafc-cf13-434a-a41b-3a8faf7f9866	Annotation	gr	Left: gr	df	Polygon	1495.1	499.95	1033.965	89.1	63	0	74	38107.9	1006.5
animalid1-SC_s18.ome.tiff	3ff487b9-9609-4bde-9b46-5976a99416d3	Annotation	lfc	Left: lfc	WM	Geometry	2368.1	1144.9	6482.2275	781.65	75	0	130	497533.2	4551.3
animalid1-SC_s18.ome.tiff	e28e4fb9-1fb0-40a0-861d-a7bf24212edf	Annotation	lf	Left: lf	lfc	Polygon	2393	1252.1	5465.6777	659.1375	65	0	75	406094	2917.6
animalid1-SC_s18.ome.tiff	748d81af-522d-49a4-a59a-8a111a539b69	Annotation	dl	Left: dl	lfc	Geometry	2057.1	420.66	0	0	66	0	75	16188.3	1582.8
animalid1-SC_s18.ome.tiff	ab5b69b0-d5ec-45a2-b344-23e2e02713f2	Annotation	LSp	Left: LSp	lfc	Polygon	2253.2	691.99	886.95	99.63	68	0	75	52111.1	1050.5
animalid1-SC_s18.ome.tiff	26c77dce-7b89-4073-a607-997328b6f29e	Annotation	rs	Left: rs	lfc	Polygon	2407.2	790.15	129.6	22.8825	69	0	75	23139.7	610.27
animalid1-SC_s18.ome.tiff	72dbd1d4-b8bc-419c-a547-d17b57c12a2f	Annotation	GM	Left: GM	root	Polygon	1876.7	1000.1	27516.3066	2879.55	71	0	250	706615.4	3768.9
animalid1-SC_s18.ome.tiff	66b3b4b1-8b09-44cd-9937-6368a588fb23	Annotation	DH	Left: DH	GM	Polygon	1903.1	666.8	4541.0625	699.2325	90	0	71	301030	2610.1
animalid1-SC_s18.ome.tiff	76a52397-3838-4c03-8b9a-f4c64164231c	Annotation	1Sp	Left: 1Sp	DH	Geometry	2058	419.22	0	0	1	0	90	15718	1506.2
animalid1-SC_s18.ome.tiff	740fe057-d90a-41ac-ad75-092ba2b037bd	Annotation	2Ssp	Left: 2Ssp	DH	Geometry	2054.4	448.57	0	0	2	0	90	21568.2	1519.8
animalid1-SC_s18.ome.tiff	72fd12d8-de17-4626-9952-57a5553c112a	Annotation	2Spl	Left: 2Spl	DH	Polygon	2030.3	480.03	22.68	12.3525	3	0	90	20779.2	1466.3
animalid1-SC_s18.ome.tiff	fc70c26f-ceba-4761-99dd-0633d7e6194d	Annotation	3Sp	Left: 3Sp	DH	Polygon	1981.6	511.86	595.1475	31.995	4	0	90	44705.7	1364.1
animalid1-SC_s18.ome.tiff	170aed4e-3bd7-49cd-8587-cd74ba525099	Annotation	4Sp	Left: 4Sp	DH	Geometry	1847.3	652.58	1872.3149	240.57	5	0	90	71603.4	2029.2
animalid1-SC_s18.ome.tiff	b7612506-f700-422e-b82e-6a50d5c436a9	Annotation	5SpL	Left: 5SpL	DH	Polygon	1940.1	743.93	1048.545	149.445	8	0	90	54229.7	885.69
animalid1-SC_s18.ome.tiff	9413c011-4978-40a3-b2e9-21d020911480	Annotation	5SpM	Left: 5SpM	DH	Geometry	1750.9	819.92	192.375	73.305	9	0	90	22612.5	942.48
animalid1-SC_s18.ome.tiff	a4c26d94-622c-499a-bee0-dbf34c92d817	Annotation	D	Left: D	DH	Polygon	1641.5	886.4	47.79	42.7275	10	0	90	9567.5	385.63
animalid1-SC_s18.ome.tiff	80801ed1-2abc-4e21-9bea-e6678fe114b0	Annotation	6Sp	Left: 6Sp	DH	Polygon	1803.4	929.69	758.3625	148.23	11	0	90	40236.2	1256
animalid1-SC_s18.ome.tiff	0647efdb-87a4-457c-8d49-371a7594e3ae	Annotation	C	Left: C	GM	Polygon	1475.6	1117.1	1174.095	148.635	100	0	71	17981.9	579.02
animalid1-SC_s18.ome.tiff	c705da1d-0528-4e70-a5d1-59439a47fe96	Annotation	10Sp	Left: 10Sp	C	Polygon	1477.2	1118.4	1144.125	134.6625	14	0	100	17079.8	586.69
animalid1-SC_s18.ome.tiff	62423c7e-9914-4c6b-b8c9-3ab1373e7c18	Annotation	CC	Left: CC	C	Polygon	1440.2	1084.5	24.9075	13.1625	16	0	100	836.02	167.03
animalid1-SC_s18.ome.tiff	90ea58d5-e909-449b-b4e1-5015ca7df4c3	Annotation	VH	Left: VH	GM	Polygon	1874.4	1253.3	21806.8203	2031.48	110	0	71	387603.3	2353.9
animalid1-SC_s18.ome.tiff	f2c37105-0567-41e9-ba85-2ace530496a2	Annotation	7Sp	Left: 7Sp	VH	Geometry	1810.4	1133.5	7610.5576	776.1825	18	0	110	152671.5	2566.5
animalid1-SC_s18.ome.tiff	1e012d4c-d086-4880-b834-5a8babba167d	Annotation	IML	Left: IML	VH	Polygon	2073.2	973.18	226.1925	52.245	21	0	110	8104	372.97
animalid1-SC_s18.ome.tiff	fc5a2e99-3b7e-4f46-bf1a-2b8973637f6d	Annotation	IMM	Left: IMM	VH	Polygon	1573.8	1099.1	83.6325	28.5525	22	0	110	4248.8	282.31
animalid1-SC_s18.ome.tiff	ddacc3cb-3b99-48c7-8795-5d897a6ef81a	Annotation	IMM7	Left: IMM7	IMM	Polygon	1573.8	1099.1	83.6325	28.5525	227	0	22	4248.8	282.31
animalid1-SC_s18.ome.tiff	88ddcb55-5bff-4740-bc2a-137c3cd1f400	Annotation	8Sp	Left: 8Sp	VH	Geometry	1813	1380.4	11217.8926	692.955	26	0	110	116792.1	1785
animalid1-SC_s18.ome.tiff	b39ec81f-4de7-4916-9e98-0b50cf1c682e	Annotation	MN	Left: MN	VH	Geometry	2031.4	1313.5	2668.5449	481.545	120	0	110	105786.9	2439.7
animalid1-SC_s18.ome.tiff	47c315b9-3984-47bd-be7e-0c33635d3ea2	Annotation	Ax9	Left: Ax9	MN	Polygon	1707.2	1526.2	770.1075	28.35	29	0	120	10804.9	477.99
animalid1-SC_s18.ome.tiff	2a3324d7-1801-420e-a2fb-a4476b517e79	Annotation	Man9	Left: Man9	MN	Polygon	2119.9	1172.6	789.9525	238.545	45	0	120	61475.8	922.65
animalid1-SC_s18.ome.tiff	fcaaa06c-bc43-44d3-aba8-83e8ec7e89b0	Annotation	Pec9	Left: Pec9	MN	Polygon	1892.1	1533.6	711.3825	68.445	46	0	120	20179	546.44
animalid1-SC_s18.ome.tiff	a48260da-aace-486d-8dec-e19c2a409047	Annotation	Tr9	Left: Tr9	MN	Polygon	2097.2	1457.3	397.1025	146.205	58	0	120	13327.1	492.58
animalid1-SC_s19.ome.tiff	a06bfef8-897e-421b-94f0-cbe96aa4052a	Annotation	Root		Root object (Image)	Polygon	1466.8	1047.6	87019.9219	5217.8174				2686676.3	6158.4
animalid1-SC_s19.ome.tiff	d5089a63-bf00-42ab-abe7-05cfb3eb1ee3	Annotation	root	Right: root	Root	Polygon	995.73	922.34	35205.0312	2494.1924	250	0		1344691.1	4390.2
animalid1-SC_s19.ome.tiff	42076a59-34fe-43ee-9ed9-47d96c07ea14	Annotation	WM	Right: WM	root	Geometry	883.65	977.87	23910.1875	1299.645	130	0	250	813821.8	7332.8
animalid1-SC_s19.ome.tiff	67cc9ca5-407c-4cc5-b71d-d2b29b0eb434	Annotation	vf	Right: vf	WM	Polygon	1018.6	1442.6	5776.7173	416.5425	70	0	130	231149.5	2502.4
animalid1-SC_s19.ome.tiff	3cd2e367-7a88-4ff5-9488-0212988195fc	Annotation	df	Right: df	WM	Geometry	1497.7	537.81	6083.7075	51.03	74	0	130	102654	1560.6
animalid1-SC_s19.ome.tiff	7bbb09c2-9ed8-4f7b-b9d6-0b86fc113c2e	Annotation	psdc	Right: psdc	df	Polygon	1504	505.69	1429.4475	0.2025	64	0	74	16020.9	1049.3
animalid1-SC_s19.ome.tiff	e73146fc-58b0-4ec5-b434-d94822aa75f8	Annotation	cu	Right: cu	df	Geometry	1441.4	503.6	1502.955	40.2975	61	0	74	34312.6	1103.5
animalid1-SC_s19.ome.tiff	521b4ed3-1ed7-4ab1-9e59-5c46b8407851	Annotation	dcs	Right: dcs	df	Polygon	1507.9	773.34	130.6125	1.4175	62	0	74	20716.9	606.74
animalid1-SC_s19.ome.tiff	56267587-68fc-4b36-ae86-fbaaee8f72bd	Annotation	gr	Right: gr	df	Polygon	1549.5	436.82	3017.25	9.1125	63	0	74	31416.2	967.3
animalid1-SC_s19.ome.tiff	34a04f2a-3570-4533-be2b-43f51ac40fdc	Annotation	lfc	Right: lfc	WM	Geometry	687.16	847.98	12042.6748	830.655	75	0	130	479755.1	4136.8
animalid1-SC_s19.ome.tiff	0bc136bd-39cf-4e24-a452-14afa367591f	Annotation	lf	Right: lf	lfc	Polygon	649.66	925.75	8692.1104	650.2275	65	0	75	396833.4	2824.6
animalid1-SC_s19.ome.tiff	d91363a5-20ef-4b79-8040-0495e6b7c03e	Annotation	dl	Right: dl	lfc	Geometry	1053.6	297.64	284.715	27.135	66	0	75	12167.9	1384.9
animalid1-SC_s19.ome.tiff	9cf96d56-f363-434c-a1aa-53a27a951587	Annotation	LSp	Right: LSp	lfc	Polygon	896.1	488.82	2222.0325	109.35	68	0	75	46864.6	1098.8
animalid1-SC_s19.ome.tiff	2e151500-f211-40c8-8b8a-8c7d0cc83c9e	Annotation	rs	Right: rs	lfc	Polygon	713.64	541.01	843.8175	43.9425	69	0	75	23889.2	684.69
animalid1-SC_s19.ome.tiff	cf1dd39b-a9b5-4c8c-bd4a-7633815c0a4a	Annotation	GM	Right: GM	root	Polygon	1167.7	836.48	11294.4375	1194.345	71	0	250	531031	3449.3
animalid1-SC_s19.ome.tiff	415adc53-16da-40f9-bc05-73bfa336bd3f	Annotation	DH	Right: DH	GM	Polygon	1211.3	519.43	6314.9624	307.1925	90	0	71	210589.8	2293.7
animalid1-SC_s19.ome.tiff	0676c924-dea9-4b40-aaf6-c864ceb57d2c	Annotation	1Sp	Right: 1Sp	DH	Geometry	1067.7	297.31	843.21	84.8475	1	0	90	11914.4	1301.8
animalid1-SC_s19.ome.tiff	48304662-9a72-4dd0-aaa8-ee0eea19717f	Annotation	2Ssp	Right: 2Ssp	DH	Geometry	1073.5	321.33	1318.6801	30.5775	2	0	90	16412	1308.2
animalid1-SC_s19.ome.tiff	bc2881e8-084f-4d19-8461-1b10c15e1394	Annotation	2Spl	Right: 2Spl	DH	Polygon	1096.7	350.03	946.485	27.7425	3	0	90	15431.8	1254.9
animalid1-SC_s19.ome.tiff	99193876-a883-4b95-9895-866403321347	Annotation	3Sp	Right: 3Sp	DH	Polygon	1148	380.58	1275.5475	42.7275	4	0	90	31918.1	1159.3
animalid1-SC_s19.ome.tiff	f8674359-b090-40f1-90bc-47baa2c3db9a	Annotation	4Sp	Right: 4Sp	DH	Geometry	1264.8	519.97	890.7975	56.4975	5	0	90	49313.8	1788.4
animalid1-SC_s19.ome.tiff	120e61f4-1a81-4501-9dd1-89beb061d7e1	Annotation	5SpL	Right: 5SpL	DH	Polygon	1205.2	580.22	622.08	17.82	8	0	90	37108.6	737.17
animalid1-SC_s19.ome.tiff	a337c600-fc54-4c3c-b984-2cb6e386ceda	Annotation	5SpM	Right: 5SpM	DH	Geometry	1342.9	675.18	137.9025	1.8225	9	0	90	14663.9	792.51
animalid1-SC_s19.ome.tiff	eaee18b7-c0e2-41ca-9be5-4964ab6231a8	Annotation	D	Right: D	DH	Polygon	1409.2	753.95	17.82	0.6075	10	0	90	6358.6	333.22
animalid1-SC_s19.ome.tiff	1e98f46f-c53b-4fe5-963c-321356f4dfe8	Annotation	6Sp	Right: 6Sp	DH	Polygon	1288.5	767.81	261.63	44.55	11	0	90	27474.5	980.98
animalid1-SC_s19.ome.tiff	90a58cc8-f008-4754-88a9-fced8487a8ff	Annotation	C	Right: C	GM	Polygon	1474	1017.2	462.3075	42.7275	100	0	71	16959.3	583.68
animalid1-SC_s19.ome.tiff	1c800d4f-de38-40d3-a663-61993b00622e	Annotation	10Sp	Right: 10Sp	C	Polygon	1469	1020.5	437.805	36.855	14	0	100	15071.6	624.63
animalid1-SC_s19.ome.tiff	43ef6e26-01a9-41d2-b4e9-3c207b888eed	Annotation	CC	Right: CC	C	Polygon	1509.9	992.27	25.11	5.8725	16	0	100	1907.4	198.65
animalid1-SC_s19.ome.tiff	a2355268-9ef2-4a81-a5a0-79a44e687b89	Annotation	VH	Right: VH	GM	Polygon	1120.1	1046.1	4520.0024	844.02	110	0	71	303442.3	2057.9
animalid1-SC_s19.ome.tiff	e99e4876-fe80-4d8f-8805-6279dfa5e8c7	Annotation	7Sp	Right: 7Sp	VH	Geometry	1217.9	955.99	2300.6025	512.9325	18	0	110	114273.8	2195.4
animalid1-SC_s19.ome.tiff	0911cdba-c723-441e-9561-ab4a16cc082d	Annotation	IML	Right: IML	VH	Polygon	1073.7	758.05	313.065	35.64	21	0	110	6753	353.95
animalid1-SC_s19.ome.tiff	38e5be99-0609-4f24-a57c-1cfdbbc24d24	Annotation	IMM	Right: IMM	VH	Polygon	1405.7	971.79	1.62	3.645	22	0	110	3070.3	228.23
animalid1-SC_s19.ome.tiff	de6c643c-41db-4982-a6e9-8dbad54eb2b0	Annotation	IMM7	Right: IMM7	IMM	Polygon	1405.7	971.79	1.62	3.645	227	0	22	3070.3	228.23
animalid1-SC_s19.ome.tiff	e3aa772d-9115-4872-8d78-c2b095bdfc9e	Annotation	8Sp	Right: 8Sp	VH	Geometry	1130.6	1178.4	1154.655	140.7375	26	0	110	89640.7	1559.2
animalid1-SC_s19.ome.tiff	01455980-037c-4ae4-b8ca-5380541cd3d5	Annotation	MN	Right: MN	VH	Geometry	978.84	1052.8	750.06	151.065	120	0	110	89704.4	2199.4
animalid1-SC_s19.ome.tiff	866979c1-d985-489b-9dd9-5f02738e1dfe	Annotation	Ax9	Right: Ax9	MN	Polygon	1151.3	1340.1	67.8375	26.325	29	0	120	7960	410.43
animalid1-SC_s19.ome.tiff	6a05be4a-16a1-4267-bd2f-cf20398d83a2	Annotation	Man9	Right: Man9	MN	Polygon	962.5	921.64	369.1575	56.0925	45	0	120	55669.3	878.79
animalid1-SC_s19.ome.tiff	1214a4ab-095e-4a3c-834f-cb0a2c24b2c0	Annotation	Pec9	Right: Pec9	MN	Polygon	1017.7	1295	235.1025	51.84	46	0	120	14995	470.93
animalid1-SC_s19.ome.tiff	67adeb48-e430-4c8f-b04a-af9a00d9c669	Annotation	Tr9	Right: Tr9	MN	Polygon	884.45	1178	77.9625	16.8075	58	0	120	11080	439.28
animalid1-SC_s19.ome.tiff	973222df-b743-4ab1-a670-36ac2a58956e	Annotation	root	Left: root	Root	Polygon	1938.8	1173.1	51825.2188	2724.03	250	0		1342218.1	4584.8
animalid1-SC_s19.ome.tiff	92961720-796a-45f8-a23c-8838f44168d2	Annotation	WM	Left: WM	root	Geometry	1979.6	1275.9	27688.8379	980.1	130	0	250	761604.9	7533.5
animalid1-SC_s19.ome.tiff	029d621a-cd2b-4c1b-8d5f-99cf1e6c6630	Annotation	vf	Left: vf	WM	Polygon	1626.3	1630.5	10324.4629	429.5025	70	0	130	254124.8	2600.2
animalid1-SC_s19.ome.tiff	c2d949e0-5257-4f08-b52f-e1b72374c350	Annotation	df	Left: df	WM	Geometry	1697.9	583.48	8143.1323	110.97	74	0	130	112573.2	1581.2
animalid1-SC_s19.ome.tiff	fde01f2f-8d8e-46e8-9e59-cd2b6edcac7a	Annotation	psdc	Left: psdc	df	Polygon	1693.8	537.1	1634.3774	2.835	64	0	74	18635.8	912.13
animalid1-SC_s19.ome.tiff	1cd98789-c2ec-45be-b7f8-41ff78ce4b29	Annotation	cu	Left: cu	df	Geometry	1759.4	591.22	4016.9924	19.845	61	0	74	44889.5	1083.9
animalid1-SC_s19.ome.tiff	8bab6404-0d86-45f9-bfd1-151b3f5802d2	Annotation	dcs	Left: dcs	df	Polygon	1628.3	804.53	152.8875	24.3	62	0	74	20050.1	576.77
animalid1-SC_s19.ome.tiff	ba49485c-d816-4564-a1af-31572f3d79ad	Annotation	gr	Left: gr	df	Polygon	1653.6	449.98	2359.9351	63.99	63	0	74	29184.9	894.72
animalid1-SC_s19.ome.tiff	e83fe089-f015-4512-a734-b095372ccc6e	Annotation	lfc	Left: lfc	WM	Geometry	2286.9	1245.3	9228.7354	439.6275	75	0	130	395170.1	4120.5
animalid1-SC_s19.ome.tiff	76eb8e9a-7743-4ce8-9617-2d91f6dfb005	Annotation	lf	Left: lf	lfc	Polygon	2279.3	1326.6	6925.9048	350.1225	65	0	75	331126.3	2644.6
animalid1-SC_s19.ome.tiff	6ea2f4df-8bff-4c5d-8db4-350e54481b5c	Annotation	dl	Left: dl	lfc	Geometry	2182.2	591.03	306.99	31.7925	66	0	75	12615.5	1515.8
animalid1-SC_s19.ome.tiff	59687e21-15a6-4ca4-8ff3-e19e8cc516ad	Annotation	LSp	Left: LSp	lfc	Polygon	2326.3	854.95	1441.395	49.815	68	0	75	35841.9	939.38
animalid1-SC_s19.ome.tiff	52471a59-be54-4e18-9231-1b7655667a02	Annotation	rs	Left: rs	lfc	Polygon	2443.6	946.03	554.445	7.8975	69	0	75	15586.4	522.77
animalid1-SC_s19.ome.tiff	9ff6900d-614c-42ab-9b5e-050f27326c99	Annotation	GM	Left: GM	root	Polygon	1885.4	1037.5	24121.5977	1744.9425	71	0	250	580452.1	3456.8
animalid1-SC_s19.ome.tiff	8a95e329-81ae-4ea3-b975-2fb109e3ab1f	Annotation	DH	Left: DH	GM	Polygon	2000	751.12	7712.0098	301.725	90	0	71	238570.1	2333.2
animalid1-SC_s19.ome.tiff	34572e1f-6ab1-4572-b32f-86fc67e029f2	Annotation	1Sp	Left: 1Sp	DH	Geometry	2198	605.02	692.145	3.645	1	0	90	11784.5	1437.7
animalid1-SC_s19.ome.tiff	0de2b3d6-e634-4e89-bf1c-6e18cb034a0e	Annotation	2Ssp	Left: 2Ssp	DH	Geometry	2184.1	621.98	1864.0125	24.9075	2	0	90	17190.6	1457.6
animalid1-SC_s19.ome.tiff	64f517ae-6fb3-4459-b87c-f5e4651dad72	Annotation	2Spl	Left: 2Spl	DH	Polygon	2154.7	638.37	1058.0625	12.7575	3	0	90	15843.8	1411
animalid1-SC_s19.ome.tiff	21e53cee-89ed-4172-af2e-6450b90e6509	Annotation	3Sp	Left: 3Sp	DH	Polygon	2104.1	650.07	1673.0551	51.6375	4	0	90	34339.8	1305.1
animalid1-SC_s19.ome.tiff	4d03dadd-4c9f-46e6-a802-aa850fea3bbe	Annotation	4Sp	Left: 4Sp	DH	Geometry	1955	719.04	1170.2476	50.4225	5	0	90	57204.1	1837.5
animalid1-SC_s19.ome.tiff	b64cb0ac-7658-4899-8c7f-add7075251d3	Annotation	5SpL	Left: 5SpL	DH	Polygon	2021.2	817.31	678.78	92.745	8	0	90	42830.3	801.63
animalid1-SC_s19.ome.tiff	33bbadd2-de0b-4242-8765-616577f1958b	Annotation	5SpM	Left: 5SpM	DH	Geometry	1835	822.59	140.3325	6.885	9	0	90	18798.3	826.72
animalid1-SC_s19.ome.tiff	bd64de78-0d36-4bf0-a20d-5c109350dee3	Annotation	D	Left: D	DH	Polygon	1728.5	851.41	58.5225	9.315	10	0	90	7827	345.1
animalid1-SC_s19.ome.tiff	d6e20cd9-4c79-4ff8-b1f8-8f0d898b4559	Annotation	6Sp	Left: 6Sp	DH	Polygon	1857.6	934.23	385.965	47.385	11	0	90	32745.1	1111.3
animalid1-SC_s19.ome.tiff	214042d0-76fc-4334-bb7e-426edc6ca4be	Annotation	C	Left: C	GM	Polygon	1541.3	1035.5	335.9475	134.46	100	0	71	14122.4	560.76
animalid1-SC_s19.ome.tiff	68910a11-60eb-40eb-8b8b-1b885832f983	Annotation	10Sp	Left: 10Sp	C	Polygon	1541.8	1037.3	330.6825	132.435	14	0	100	13395.3	565.2
animalid1-SC_s19.ome.tiff	12458bfb-928f-4e31-9194-ea9990bedc68	Annotation	CC	Left: CC	C	Polygon	1525.7	996.3	3.8475	0	16	0	100	669.48	168.24
animalid1-SC_s19.ome.tiff	73644eef-4eb0-4868-8f79-6898bd4c6f91	Annotation	VH	Left: VH	GM	Polygon	1816.7	1245.8	16076.0703	1311.795	110	0	71	327799.2	2171.4
animalid1-SC_s19.ome.tiff	41f91dd2-bd69-4892-852e-bd10b20d7938	Annotation	7Sp	Left: 7Sp	VH	Geometry	1805.2	1119.9	5458.5898	566.3925	18	0	110	127116.1	2283.3
animalid1-SC_s19.ome.tiff	63388dd5-7b72-475d-a2ae-e5bc1c1107cf	Annotation	IML	Left: IML	VH	Polygon	2081.6	1029.8	58.9275	10.125	21	0	110	6388.4	326.96
animalid1-SC_s19.ome.tiff	ec7d7a96-974b-4195-af8c-552d859512eb	Annotation	IMM	Left: IMM	VH	Polygon	1621.5	1038.3	37.26	28.1475	22	0	110	3436	244.93
animalid1-SC_s19.ome.tiff	b7f1200a-343c-4ea3-bcce-6559b5c97a84	Annotation	IMM7	Left: IMM7	IMM	Polygon	1621.5	1038.3	37.26	28.1475	227	0	22	3436	244.93
animalid1-SC_s19.ome.tiff	54169351-3918-41c7-9b04-7ac6b2f85ea9	Annotation	8Sp	Left: 8Sp	VH	Geometry	1721.9	1351.9	8285.085	442.26	26	0	110	101146.1	1607.9
animalid1-SC_s19.ome.tiff	d75f7653-23e8-4932-b86e-1179a2a8a89c	Annotation	MN	Left: MN	VH	Geometry	1928.4	1327.8	2236.2075	264.87	120	0	110	89712.6	2260.2
animalid1-SC_s19.ome.tiff	c200e23e-8a5f-4682-85cf-db29fd7e8663	Annotation	Ax9	Left: Ax9	MN	Polygon	1573.9	1477.5	229.23	24.705	29	0	120	9506.3	414.66
animalid1-SC_s19.ome.tiff	dcd5bca8-7356-47bf-8a02-69ccbacf6f47	Annotation	Man9	Left: Man9	MN	Polygon	2059.8	1206.4	929.88	131.625	45	0	120	50818.5	836.21
animalid1-SC_s19.ome.tiff	8654f982-5f7a-481c-95d6-abd89f5cfe1e	Annotation	Pec9	Left: Pec9	MN	Polygon	1732.3	1508.8	787.725	48.3975	46	0	120	17760.1	510.72
animalid1-SC_s19.ome.tiff	7f760476-7ddd-4012-a08d-10a2d9aad784	Annotation	Tr9	Left: Tr9	MN	Polygon	1943.3	1459.2	289.3725	60.1425	58	0	120	11627.6	498.61
