Image	Object ID	Object type	Name	Classification	Parent	ROI	Atlas_X	Atlas_Y	Atlas_Z
animalid0_031.ome.tiff	044fcc9e-2fbe-424f-b394-5b113a7f72e0	Detection		Cells: marker-	DEC	Polygon	12.2754	1.5926	6.864
animalid0_031.ome.tiff	ae4935f8-85f3-4782-8e7f-60a6c6052947	Detection		Cells: marker-	DEC	Polygon	12.2951	1.5413	6.7164
animalid0_031.ome.tiff	b12a5e0f-f702-4800-88e9-7c83d7f639b1	Detection		Cells: marker+	DEC	Polygon	12.2693	1.6162	6.0812
animalid0_031.ome.tiff	a4c14d88-627d-4624-b2d3-f8cd83b889b8	Detection		Cells: marker-	DEC	Polygon	12.2586	1.641	6.5041
animalid0_031.ome.tiff	1f8a05a5-78dc-48b3-adbc-8f2306084a1a	Detection		Cells: marker-	DEC	Polygon	12.2887	1.5644	6.0655
animalid0_031.ome.tiff	731c0867-0cf3-49b7-8abc-aa3403f59f32	Detection		Cells: marker-	DEC	Polygon	12.2845	1.5757	6.063
animalid0_031.ome.tiff	7eec3d03-a2af-4f51-ba46-4f8f7b4fc401	Detection		Cells: marker-	DEC	Polygon	12.3568	1.3856	5.72
animalid0_031.ome.tiff	93194f6d-88c7-4c3e-9c99-18e2e0c61a23	Detection		Cells: marker-	DEC	Polygon	12.2406	1.6888	6.5385
animalid0_031.ome.tiff	fa067c48-9d74-490a-bf5f-0f1dd5269f27	Detection		Cells: marker-	DEC	Polygon	12.1959	1.8027	7.1432
animalid0_031.ome.tiff	0d736cc1-1876-49f4-ace6-96904b9bff43	Detection		Cells: marker-	DEC	Polygon	12.2573	1.6437	6.5677
animalid0_031.ome.tiff	e2a2291f-71c1-407e-80a1-4e474005eb56	Detection		Cells: marker-	DEC	Polygon	12.3231	1.4746	5.8504
animalid0_031.ome.tiff	e003fda5-bb59-4ea3-834f-06ada256e7a5	Detection		Cells: marker-	DEC	Polygon	12.2797	1.583	6.6494
animalid0_031.ome.tiff	a174362f-d6a7-4854-94fd-ba0565ceb443	Detection		Cells: marker-	DEC	Polygon	12.3267	1.4651	5.8296
animalid0_031.ome.tiff	11c76942-fec6-4203-80bd-d7e8fe728b0c	Detection		Cells: marker-	DEC	Polygon	12.2429	1.6844	6.3484
animalid0_031.ome.tiff	b785d64e-cf0d-4f2a-be49-04eeda4ab83f	Detection		Cells: marker-	DEC	Polygon	12.1594	1.9007	7.087
animalid0_031.ome.tiff	7c26e45e-f1c5-4ed9-abb1-e43e531d8d85	Detection		Cells: marker-	DEC	Polygon	12.3148	1.497	5.8201
animalid0_031.ome.tiff	6592282a-f5a4-4a67-b759-c49634dba5d6	Detection		Cells: marker-	DEC	Polygon	12.253	1.6545	6.6614
animalid0_031.ome.tiff	7e1c2d75-0128-4bb1-9e8d-60a7dcd73930	Detection		Cells: marker-	DEC	Polygon	12.3224	1.4767	5.8063
animalid0_031.ome.tiff	822816bd-7390-4d62-ba0c-fc3d2e64cc08	Detection		Cells: marker-	DEC	Polygon	12.3519	1.3969	5.9119
animalid0_031.ome.tiff	8696ecf4-fe37-4b0d-b100-53ec2f74aed6	Detection		Cells: marker-	DEC	Polygon	12.1518	1.9209	7.1134
animalid0_031.ome.tiff	842cc9c0-c2c5-47df-8dba-d352f217ba35	Detection		Cells: marker-	DEC	Polygon	12.221	1.7411	6.5564
animalid0_031.ome.tiff	681fe92e-7e7e-4b5d-97f0-486208bef7db	Detection		Cells: marker-	DEC	Polygon	12.1505	1.9258	6.9705
animalid0_031.ome.tiff	5c77062c-fd8a-41e8-ad57-f7157792a641	Detection		Cells: marker-	DEC	Polygon	12.2964	1.5436	6.082
animalid0_031.ome.tiff	8f75d0e3-035f-425e-bed0-cbb950e178ac	Detection		Cells: marker-	DEC	Polygon	12.1564	1.9106	6.9031
animalid0_031.ome.tiff	32a53e1a-3130-4f48-9f9e-7ce65820ba3c	Detection		Cells: marker-	DEC	Polygon	12.2844	1.5742	6.2556
animalid0_031.ome.tiff	cb1fcee3-c8fc-409f-a8c7-646084aae521	Detection		Cells: marker-	DEC	Polygon	12.331	1.4522	5.9733
animalid0_031.ome.tiff	8928fc30-1129-4e9d-890a-113fac119882	Detection		Cells: marker+	DEC	Polygon	12.1472	1.9423	6.127
animalid0_031.ome.tiff	bee7f502-e359-462e-beb6-aa4ddb357833	Detection		Cells: marker-	DEC	Polygon	12.2754	1.5976	6.321
animalid0_031.ome.tiff	5e09b512-0b1d-4b78-b185-a40c862d4d14	Detection		Cells: marker-	DEC	Polygon	12.3536	1.3939	5.7503
animalid0_031.ome.tiff	e61e7aa5-2c77-4673-a15c-f2b096264527	Detection		Cells: marker-	DEC	Polygon	12.3062	1.5163	6.2135
animalid0_031.ome.tiff	01a43b2b-0d8c-4d18-8e88-7b4f5c6f626d	Detection		Cells: marker-	DEC	Polygon	12.2324	1.7099	6.6219
animalid0_031.ome.tiff	3bd50095-3205-4907-a0b3-3904b36b08ee	Detection		Cells: marker-	DEC	Polygon	12.3539	1.3924	5.8283
animalid0_031.ome.tiff	457028d4-3fcd-4b54-a5c9-dde9ab51e296	Detection		Cells: marker-	DEC	Polygon	12.2623	1.6312	6.4875
animalid0_031.ome.tiff	89b29154-213f-449c-999c-d9efb77c5192	Detection		Cells: marker-	DEC	Polygon	12.3159	1.4942	5.8081
animalid0_031.ome.tiff	b02ea918-922c-4590-b1b3-c6a2072c1f59	Detection		Cells: marker-	DEC	Polygon	12.2752	1.5968	6.4678
animalid0_031.ome.tiff	8fbc9e45-3972-430c-a4bc-e44efea629e4	Detection		Cells: marker-	DEC	Polygon	12.3147	1.4974	5.7998
animalid0_031.ome.tiff	a731108a-8cf1-46ac-8633-62e44767d99a	Detection		Cells: marker-	DEC	Polygon	12.2312	1.7131	6.6096
animalid0_031.ome.tiff	a469b847-af1c-4313-bfda-9f444e9233f8	Detection		Cells: marker-	DEC	Polygon	12.2828	1.581	5.9997
animalid0_031.ome.tiff	f24478a9-cb9a-4a84-bddf-a76c8f9b257d	Detection		Cells: marker-	DEC	Polygon	12.1921	1.8135	7.0616
animalid0_031.ome.tiff	565fe1d8-beb4-4d31-9c5a-a523954f83dc	Detection		Cells: marker-	DEC	Polygon	12.3324	1.4483	5.9874
animalid0_031.ome.tiff	38b44971-5a38-4757-b049-1a520a2db263	Detection		Cells: marker-	DEC	Polygon	12.2826	1.5803	6.1065
animalid0_031.ome.tiff	a3abb3c8-40a5-4cf7-bd6c-6df1d76992da	Detection		Cells: marker-	DEC	Polygon	12.2865	1.5734	5.7391
animalid0_031.ome.tiff	f28dc035-0129-462d-8d82-cd20997d0976	Detection		Cells: marker-	DEC	Polygon	12.2807	1.5816	6.5091
animalid0_031.ome.tiff	015c85b2-49bf-47d7-9de9-88f03d6befc3	Detection		Cells: marker-	DEC	Polygon	12.2818	1.581	6.2853
animalid0_031.ome.tiff	75f34837-8f07-4e43-a080-de9adbb85c3d	Detection		Cells: marker-	DEC	Polygon	12.3216	1.4766	6.0578
animalid0_031.ome.tiff	d2e54451-6c51-4d44-a29d-0c2ce05b49fc	Detection		Cells: marker-	DEC	Polygon	12.317	1.4921	5.7186
animalid0_031.ome.tiff	27a13932-0748-4ce8-b316-f4435c863ea1	Detection		Cells: marker-	DEC	Polygon	12.1502	1.9252	7.1179
animalid0_031.ome.tiff	8dfc8f10-37d6-47d7-a5e8-012dda36628c	Detection		Cells: marker-	DEC	Polygon	12.3006	1.5307	6.2817
animalid0_031.ome.tiff	6af6f85c-9b50-40fd-b707-c144ed560c09	Detection		Cells: marker-	DEC	Polygon	12.344	1.4164	6.0879
animalid0_031.ome.tiff	035218c4-559c-4729-bf51-249f7950664d	Detection		Cells: marker-	DEC	Polygon	12.3019	1.5247	6.5493
animalid0_031.ome.tiff	b9840f4d-3eef-4398-805a-7efe12294d41	Detection		Cells: marker-	DEC	Polygon	12.3468	1.4101	5.9687
animalid0_031.ome.tiff	1f510801-7011-4780-beb2-2448ecc0b200	Detection		Cells: marker+	DEC	Polygon	12.1641	1.8995	5.8838
animalid0_031.ome.tiff	f41e20c5-f6d5-46e3-88d4-a426d3044eb9	Detection		Cells: marker-	DEC	Polygon	12.3517	1.3991	5.7424
animalid0_031.ome.tiff	55a0ba95-4fbc-4d81-98a7-898023b5c46e	Detection		Cells: marker-	DEC	Polygon	12.3222	1.475	6.0432
animalid0_031.ome.tiff	7ae415c1-0f0f-4885-9b57-65b39bcd0323	Detection		Cells: marker-	CB	Polygon	11.3471	4.0702	7.4223
animalid0_031.ome.tiff	6f0aebf4-642c-4145-b39a-59d14a5d8c15	Detection		Cells: marker-	CB	Polygon	11.2593	4.3111	6.7787
animalid0_031.ome.tiff	54873ec6-d4a3-4f6b-8c20-c4544bdfed72	Detection		Cells: marker-	PSV	Polygon	10.494	6.3485	7.7858
animalid0_031.ome.tiff	4a867686-4f5a-4c8e-b88d-ad4c26ffb865	Detection		Cells: marker-	SOCm	Polygon	10.2904	6.9033	6.6925
animalid0_031.ome.tiff	55edc617-cb0c-415e-bae1-3e456da0bd1c	Detection		Cells: marker-	SOCm	Polygon	10.259	6.988	6.615
animalid0_031.ome.tiff	86557760-d6ab-43ce-914d-d73ae65621c3	Detection		Cells: marker-	SOCm	Polygon	10.3173	6.8306	6.7592
animalid0_031.ome.tiff	db41dca4-9d4c-430e-9895-10470601df5b	Detection		Cells: marker-	SOCm	Polygon	10.2619	6.9796	6.6775
animalid0_031.ome.tiff	37245337-ca99-4ea3-bd53-2dc09dd6b669	Detection		Cells: marker-	SOCm	Polygon	10.2776	6.9388	6.5496
animalid0_031.ome.tiff	d18ddef5-355e-4618-ac57-f4472f02684b	Detection		Cells: marker-	SOCm	Polygon	10.3151	6.8361	6.8185
animalid0_031.ome.tiff	d3b4531e-7c50-483c-8ef7-15243c8f5897	Detection		Cells: marker-	SOCm	Polygon	10.2628	6.9766	6.7405
animalid0_031.ome.tiff	6a73824f-348e-4d30-b709-fc91a3a11a63	Detection		Cells: marker-	SOCl	Polygon	10.2941	6.8898	7.0774
animalid0_031.ome.tiff	a712900e-28b6-4142-a49a-5f6d31d8eedd	Detection		Cells: marker-	SOCl	Polygon	10.3833	6.6499	7.2294
animalid0_031.ome.tiff	62cc7778-dffc-4a0b-9543-522e78e304d6	Detection		Cells: marker-	SOCl	Polygon	10.3759	6.6702	7.1497
animalid0_031.ome.tiff	8f82246c-8ce6-4804-af47-ae3ae6fceb93	Detection		Cells: marker-	SOCl	Polygon	10.2899	6.9026	6.8979
animalid0_031.ome.tiff	bf5316f2-656f-4dcd-bafa-e9ca99e9a83b	Detection		Cells: marker-	SOCl	Polygon	10.3746	6.6742	7.102
animalid0_031.ome.tiff	7818064f-cc06-472b-8f30-ae8e604e0cb9	Detection		Cells: marker-	SOCl	Polygon	10.3003	6.8748	6.8972
animalid0_031.ome.tiff	b5a24aa8-4b21-464e-a4b1-5b271d235e13	Detection		Cells: marker-	SOCl	Polygon	10.3376	6.772	7.245
animalid0_031.ome.tiff	1716a2cc-54de-4f23-ab0c-a1e1759465e9	Detection		Cells: marker-	SOCl	Polygon	10.3709	6.6846	7.0514
animalid0_031.ome.tiff	ef7e9204-c59e-4596-833b-f5de0b5fd33c	Detection		Cells: marker-	SOCl	Polygon	10.3453	6.7524	7.1276
animalid0_031.ome.tiff	0754c2cb-8281-44cb-b4d9-1d56b283d83a	Detection		Cells: marker-	SOCl	Polygon	10.3274	6.8005	7.0969
animalid0_031.ome.tiff	0c885988-2b45-403c-bbf1-756d7d75eb8f	Detection		Cells: marker-	SOCl	Polygon	10.3712	6.6854	6.8872
animalid0_031.ome.tiff	2ecd3234-2d6b-495d-ab78-975f94bb793c	Detection		Cells: marker-	SOCl	Polygon	10.3525	6.7343	7.0135
animalid0_031.ome.tiff	7bf96571-3af2-437f-8b70-033db5587a54	Detection		Cells: marker-	SOCl	Polygon	10.3671	6.6945	7.0886
animalid0_031.ome.tiff	1d3695ab-72d2-4f33-8348-a570aebb2d27	Detection		Cells: marker-	SOCl	Polygon	10.3125	6.8395	7.191
animalid0_031.ome.tiff	4d0f5a60-cf1c-42c0-8e0e-ec739581b7f3	Detection		Cells: marker-	SOCl	Polygon	10.377	6.6698	6.877
animalid0_031.ome.tiff	608ea326-9226-4a50-a7a6-edf3edecb43f	Detection		Cells: marker-	SOCl	Polygon	10.3869	6.6404	7.2254
animalid0_031.ome.tiff	33246fd7-f517-4295-93b9-1cdd463e2ff1	Detection		Cells: marker-	SOCl	Polygon	10.3552	6.7265	7.0651
animalid0_031.ome.tiff	538454a8-05f6-4e8b-b664-f0c1d251a55c	Detection		Cells: marker-	SOCl	Polygon	10.3743	6.6767	6.9132
animalid0_031.ome.tiff	53589d09-eda2-4a46-9b09-00f9d07ae8b9	Detection		Cells: marker-	SOCl	Polygon	10.3441	6.7566	7.0252
animalid0_031.ome.tiff	b3a51739-b179-4c49-b641-bb4041452b69	Detection		Cells: marker-	POR	Polygon	10.2182	7.0936	6.999
animalid0_031.ome.tiff	a8821626-14cd-4d7a-ad53-1d66a8739495	Detection		Cells: marker-	POR	Polygon	10.2467	7.0155	7.1938
animalid0_031.ome.tiff	5f2ce753-ba57-4a28-b3ac-578c0b39f8d8	Detection		Cells: marker-	POR	Polygon	10.2348	7.0525	6.6586
animalid0_031.ome.tiff	6e7c3dcd-2757-4cfb-b83e-747fd4554c4e	Detection		Cells: marker-	POR	Polygon	10.212	7.1129	6.716
animalid0_031.ome.tiff	94eeca03-989a-4c3c-a3cf-7c818aba0429	Detection		Cells: marker-	POR	Polygon	10.2227	7.0831	6.8392
animalid0_031.ome.tiff	1574726c-9650-46f6-8df0-41b59a034cc1	Detection		Cells: marker-	POR	Polygon	10.2595	6.9813	7.1978
animalid0_031.ome.tiff	94a6f5e3-c7ff-4f80-8da5-9c2059757a2f	Detection		Cells: marker-	POR	Polygon	10.2368	7.0469	6.6651
animalid0_031.ome.tiff	003f1033-7bb0-48c2-98e7-c529886274ca	Detection		Cells: marker+	PRNc	Polygon	10.4716	6.4212	6.4219
animalid0_031.ome.tiff	04696a91-636f-41a7-b148-d2671e4d4494	Detection		Cells: marker+	PRNc	Polygon	10.5824	6.1252	6.3785
animalid0_031.ome.tiff	2e093411-eb33-4050-9ac0-f4e8e998f04c	Detection		Cells: marker-	PRNc	Polygon	10.5042	6.3375	6.0549
animalid0_031.ome.tiff	2142536a-96f2-41c3-b95a-47625b13994b	Detection		Cells: marker+	PRNc	Polygon	10.5104	6.3203	6.13
animalid0_031.ome.tiff	114a65d8-04e7-4c14-9e2f-2a4a3a901115	Detection		Cells: marker+	PRNc	Polygon	10.5463	6.2223	6.3165
animalid0_031.ome.tiff	d64d1604-84f6-4608-8878-01f5b583876a	Detection		Cells: marker-	PRNc	Polygon	10.3922	6.6369	6.0591
animalid0_031.ome.tiff	a50ccb90-e40f-4a5e-bf3f-1d9f20378992	Detection		Cells: marker-	PRNc	Polygon	10.4189	6.5633	6.2989
animalid0_031.ome.tiff	5ad637b2-47e3-4be4-b60a-19d6cbb02190	Detection		Cells: marker-	PRNc	Polygon	10.464	6.4398	6.6168
animalid0_031.ome.tiff	124ded0b-88fd-4329-a74f-63ee9d1647f8	Detection		Cells: marker-	PRNc	Polygon	10.4173	6.5696	6.0825
animalid0_031.ome.tiff	7cca2e28-da53-4dc7-8406-8a1f2cb3ab27	Detection		Cells: marker+	PRNc	Polygon	10.4072	6.5952	6.2151
animalid0_031.ome.tiff	b7010351-e8f6-4e34-b585-0a6e655bc884	Detection		Cells: marker-	PRNc	Polygon	10.5357	6.2514	6.2533
animalid0_031.ome.tiff	d9fde0c3-10cc-44df-a634-885ceaa543a3	Detection		Cells: marker+	PRNc	Polygon	10.4305	6.5325	6.2878
animalid0_031.ome.tiff	ad80d4bf-996b-4668-8f98-af3194767935	Detection		Cells: marker-	PRNc	Polygon	10.3788	6.6729	6.0572
animalid0_031.ome.tiff	26b7bba8-799d-4540-878e-56105eee38be	Detection		Cells: marker-	PRNc	Polygon	10.4143	6.5775	6.0961
animalid0_031.ome.tiff	67d8d8cd-482e-444a-b318-c81368ff40b8	Detection		Cells: marker-	PRNc	Polygon	10.3686	6.6989	6.1899
animalid0_031.ome.tiff	7a7d3db9-d40b-4b78-92d9-514af3652d0b	Detection		Cells: marker+	PRNc	Polygon	10.5268	6.2766	6.0844
animalid0_031.ome.tiff	dff565a6-5bb2-4484-80a2-c8159306fa35	Detection		Cells: marker-	PRNc	Polygon	10.3838	6.6595	6.0532
animalid0_031.ome.tiff	5317cc30-e39a-4e99-b77f-44999d7275bf	Detection		Cells: marker-	PRNc	Polygon	10.4627	6.4473	6.1698
animalid0_031.ome.tiff	70b58d15-6f82-47b0-b036-7607eb95f14e	Detection		Cells: marker-	PRNc	Polygon	10.4701	6.4263	6.2948
animalid0_031.ome.tiff	749c7f3f-cecd-41ff-8438-67bb49f89f24	Detection		Cells: marker-	PRNc	Polygon	10.3493	6.7492	6.3082
animalid0_031.ome.tiff	a217c5a5-3f8f-4aad-b513-712c22a6b1fc	Detection		Cells: marker-	PRNc	Polygon	10.5011	6.3435	6.296
animalid0_031.ome.tiff	e19aafec-2d7c-47f9-a974-f49ccaeb4a64	Detection		Cells: marker+	PRNc	Polygon	10.5522	6.2065	6.3132
animalid0_031.ome.tiff	b32564f4-a03e-42bd-a3cf-2fc560aca301	Detection		Cells: marker+	PRNc	Polygon	10.4632	6.4458	6.1994
animalid0_031.ome.tiff	30a211c2-5e84-4c74-87d1-1a49cc4be9a9	Detection		Cells: marker-	PRNc	Polygon	10.4668	6.4355	6.2689
animalid0_031.ome.tiff	f9529f1e-e28b-4a7e-b636-11f28d4b23ee	Detection		Cells: marker-	PRNc	Polygon	10.5319	6.2596	6.4614
animalid0_031.ome.tiff	4cfe16c3-b9a5-46d6-a768-d13921b0f02d	Detection		Cells: marker-	PRNc	Polygon	10.4875	6.3804	6.2462
animalid0_031.ome.tiff	44afa9ac-d3fb-4de7-bb24-a9311d231c3f	Detection		Cells: marker+	PRNc	Polygon	10.5871	6.1129	6.3656
animalid0_031.ome.tiff	e6b2d57e-e1c5-44e4-b2ac-cf4fbfae9320	Detection		Cells: marker-	PRNc	Polygon	10.4365	6.5143	6.5112
animalid0_031.ome.tiff	e5698f3c-b938-498e-a6dd-82db87d805d0	Detection		Cells: marker-	PRNc	Polygon	10.5444	6.2262	6.4542
animalid0_031.ome.tiff	5b58ee21-da39-4508-b037-f0a9dac5acd4	Detection		Cells: marker-	PRNc	Polygon	10.3738	6.6855	6.1436
animalid0_031.ome.tiff	85c43e7f-6096-44d3-a5c5-413b0894510e	Detection		Cells: marker-	PRNc	Polygon	10.3746	6.6832	6.1544
animalid0_031.ome.tiff	a1b960c8-634f-472a-ac5e-3d3c562830d1	Detection		Cells: marker-	PRNc	Polygon	10.3774	6.6714	6.6224
animalid0_031.ome.tiff	f737b7b7-699e-4334-b467-0b4ee801ac2d	Detection		Cells: marker-	PRNc	Polygon	10.5054	6.3321	6.2742
animalid0_031.ome.tiff	30f215b1-6f5d-4c67-95ab-45e589c8c461	Detection		Cells: marker-	PRNc	Polygon	10.5099	6.32	6.2765
animalid0_031.ome.tiff	4993d6e5-74a4-4e91-af1c-9a23761adb51	Detection		Cells: marker-	PRNc	Polygon	10.5218	6.2862	6.4948
animalid0_031.ome.tiff	ea7542af-a730-4b75-9259-a49428153c79	Detection		Cells: marker-	PRNc	Polygon	10.4407	6.506	6.1861
animalid0_031.ome.tiff	38834813-b146-4725-807a-3f01be3df514	Detection		Cells: marker-	PRNc	Polygon	10.3536	6.7367	6.427
animalid0_031.ome.tiff	c201db14-34bf-4ad2-ace6-91a01d0e97cf	Detection		Cells: marker-	PRNc	Polygon	10.3929	6.6296	6.6503
animalid0_031.ome.tiff	f429320d-a8a5-4904-aaf9-481335a07f1a	Detection		Cells: marker-	PRNc	Polygon	10.5398	6.2386	6.455
animalid0_031.ome.tiff	1bdd665f-8cf4-42cd-9c3c-ca18eb1b34e2	Detection		Cells: marker-	PRNc	Polygon	10.367	6.7019	6.3135
animalid0_031.ome.tiff	9d6d22df-4803-449a-85c8-d9370dd4f85d	Detection		Cells: marker-	PRNc	Polygon	10.4706	6.4213	6.7011
animalid0_031.ome.tiff	36a533ca-9b6d-446c-ace2-a5fbc3bfe87b	Detection		Cells: marker-	PRNc	Polygon	10.3561	6.7305	6.3879
animalid0_031.ome.tiff	0dfc6f0c-baca-436f-99bb-7fb2bda510f7	Detection		Cells: marker-	PRNc	Polygon	10.4292	6.5333	6.5646
animalid0_031.ome.tiff	8d78a4d8-b5ca-4761-a725-088b79c47c53	Detection		Cells: marker+	PRNc	Polygon	10.5086	6.3254	6.0922
animalid0_031.ome.tiff	f3bf8970-deb1-4223-8631-8eafa0c45408	Detection		Cells: marker-	PRNc	Polygon	10.3628	6.7131	6.3108
animalid0_031.ome.tiff	ae3e6b1a-3534-4f3d-abdb-01e569b5a459	Detection		Cells: marker-	PRNc	Polygon	10.4845	6.3881	6.2795
animalid0_031.ome.tiff	71ae053f-9423-4f3e-abea-80bf25f6d6f7	Detection		Cells: marker-	PRNc	Polygon	10.4805	6.3991	6.2508
animalid0_031.ome.tiff	40118864-5c04-424f-b3db-b72f9c990a57	Detection		Cells: marker-	PRNc	Polygon	10.5049	6.3301	6.6376
animalid0_031.ome.tiff	1f053ff8-3659-46b3-b3fe-94685e453596	Detection		Cells: marker-	PRNc	Polygon	10.3759	6.6768	6.4743
animalid0_031.ome.tiff	d23a8ff0-f0ee-4af8-bda2-f6a1c4243592	Detection		Cells: marker-	PRNc	Polygon	10.3611	6.7177	6.3208
animalid0_031.ome.tiff	0f5ef33a-9006-4087-9248-d4095e5cff7a	Detection		Cells: marker-	PRNc	Polygon	10.3816	6.6625	6.356
animalid0_031.ome.tiff	cd133541-0e1f-4642-882a-8486ce8cf819	Detection		Cells: marker-	PRNc	Polygon	10.428	6.5355	6.6612
animalid0_031.ome.tiff	8f562632-ac96-4aa9-94c2-a3faf83a9fec	Detection		Cells: marker-	PRNc	Polygon	10.4452	6.4939	6.1883
animalid0_031.ome.tiff	84e6df4c-72f3-4792-8fcc-09fb69847bff	Detection		Cells: marker-	PRNc	Polygon	10.5917	6.0985	6.5672
animalid0_031.ome.tiff	272c870a-5a24-4b79-b70a-8d61bdf5b86e	Detection		Cells: marker-	PRNc	Polygon	10.5294	6.2663	6.4535
animalid0_031.ome.tiff	e88cf2d0-cff3-4af8-bffe-ca02d6955641	Detection		Cells: marker-	PRNc	Polygon	10.3913	6.6391	6.0895
animalid0_031.ome.tiff	e93576d0-7197-439f-805d-a391be40b52d	Detection		Cells: marker-	PRNc	Polygon	10.4703	6.4238	6.5123
animalid0_031.ome.tiff	6e300173-feef-4df7-ba41-933ae1cdcf4b	Detection		Cells: marker-	PRNc	Polygon	10.5393	6.2398	6.4636
animalid0_031.ome.tiff	f9203ebe-e737-4b49-94e5-0e3d8c9dc27b	Detection		Cells: marker-	P	Polygon	10.1914	7.1644	7.0826
animalid0_031.ome.tiff	69bd2e89-e477-4adb-8525-9fe2e5c9b0a9	Detection		Cells: marker-	P	Polygon	10.9822	5.0587	6.0706
animalid0_031.ome.tiff	0b76ce23-8bba-4384-8723-8f2aa2575769	Detection		Cells: marker-	P	Polygon	10.2777	6.9307	7.3986
animalid0_031.ome.tiff	353e8c8e-eabb-4924-9618-f5f607115648	Detection		Cells: marker-	P	Polygon	10.1863	7.18	6.8879
animalid0_031.ome.tiff	35f3e83a-c379-46c0-b79a-a98708e4f8f7	Detection		Cells: marker-	P	Polygon	10.2552	6.9918	7.2957
animalid0_031.ome.tiff	cb68e4cc-1188-4341-b56f-112c04926680	Detection		Cells: marker-	P	Polygon	10.2092	7.1164	7.135
animalid0_031.ome.tiff	0ee051b6-eae9-48e0-a7a8-1c288a07970c	Detection		Cells: marker-	P	Polygon	10.1885	7.1715	7.1601
animalid0_031.ome.tiff	ec8d271e-82ce-441f-87ce-7a93a3a59c4f	Detection		Cells: marker-	P	Polygon	11.0021	5.0044	6.2004
animalid0_031.ome.tiff	5832376f-e78f-40e2-9540-424f93600593	Detection		Cells: marker-	GRN	Polygon	10.6465	5.9528	6.4814
animalid0_031.ome.tiff	dc8b8f8a-e545-463c-8b83-29369257a01d	Detection		Cells: marker+	GRN	Polygon	10.4736	6.4197	5.9942
animalid0_031.ome.tiff	94635c67-79ce-4eb1-aaed-439b58aec40d	Detection		Cells: marker-	GRN	Polygon	10.6636	5.9097	6.2164
animalid0_031.ome.tiff	69f0ccb0-5e7d-483d-b7bf-3cdaf796b604	Detection		Cells: marker+	GRN	Polygon	10.6241	6.0149	6.2486
animalid0_031.ome.tiff	5ea0854b-93c0-4ea8-959d-d69de96483d5	Detection		Cells: marker+	GRN	Polygon	10.5181	6.3014	5.9242
animalid0_031.ome.tiff	7c9ce583-603d-4dc5-a634-15ee0732f5d6	Detection		Cells: marker-	GRN	Polygon	10.7029	5.8048	6.1777
animalid0_031.ome.tiff	89f199ef-fbda-4603-b118-176c81d701ba	Detection		Cells: marker+	GRN	Polygon	10.7891	5.5728	6.3273
animalid0_031.ome.tiff	129349db-9db5-4c09-8419-32d0d42803e4	Detection		Cells: marker+	GRN	Polygon	10.5736	6.1513	6.1173
animalid0_031.ome.tiff	154b8946-2b20-4eaf-8aaf-315fb34afe9d	Detection		Cells: marker+	GRN	Polygon	10.5333	6.2592	6.0927
animalid0_031.ome.tiff	e70d0265-cfbf-4b86-a02c-12216a751f6c	Detection		Cells: marker-	GRN	Polygon	10.6649	5.9066	6.1626
animalid0_031.ome.tiff	5da9df4e-5b73-402b-9d9b-1b084f567e22	Detection		Cells: marker+	GRN	Polygon	10.4624	6.4506	5.8927
animalid0_031.ome.tiff	2788a72b-bea3-438c-84fc-6eafaca671a4	Detection		Cells: marker+	GRN	Polygon	10.8589	5.3867	6.2801
animalid0_031.ome.tiff	d6003eaf-5d13-4ae4-97fa-7729b3b69342	Detection		Cells: marker+	GRN	Polygon	10.5132	6.3158	5.7891
animalid0_031.ome.tiff	ee130021-75d6-4689-8376-d221a68b11cb	Detection		Cells: marker-	GRN	Polygon	10.7871	5.5837	5.7476
animalid0_031.ome.tiff	9f698c6f-b3b7-475b-a362-88002598eac5	Detection		Cells: marker-	GRN	Polygon	10.483	6.3962	5.8412
animalid0_031.ome.tiff	3996d737-4107-4704-a41c-ad61b3565859	Detection		Cells: marker+	GRN	Polygon	10.5379	6.2497	5.7883
animalid0_031.ome.tiff	b136c431-707e-4077-a9ce-04a4f3533318	Detection		Cells: marker-	GRN	Polygon	10.8701	5.3586	6.0717
animalid0_031.ome.tiff	cbc889af-a34d-4211-81d4-247047f9d481	Detection		Cells: marker-	GRN	Polygon	10.8792	5.3344	6.0599
animalid0_031.ome.tiff	f415be28-8923-4176-897c-53fb97ec447d	Detection		Cells: marker-	GRN	Polygon	10.7234	5.7505	6.1307
animalid0_031.ome.tiff	95e73e70-97a9-4268-a01a-554dc22af931	Detection		Cells: marker-	GRN	Polygon	10.5333	6.2618	5.8117
animalid0_031.ome.tiff	4adf3d09-b379-42b3-b3b8-8614e56f13b2	Detection		Cells: marker-	GRN	Polygon	10.7383	5.7076	6.4551
animalid0_031.ome.tiff	6cbf73e3-7952-4861-9c49-741048d3e055	Detection		Cells: marker-	GRN	Polygon	10.6312	5.9947	6.3931
animalid0_031.ome.tiff	b35e4073-3d4f-4879-83a0-4ce470f75712	Detection		Cells: marker-	GRN	Polygon	10.4713	6.4276	5.8274
animalid0_031.ome.tiff	b27686c5-b063-4b9d-b3b4-df5cb0d0fb63	Detection		Cells: marker-	GRN	Polygon	10.7972	5.5565	5.749
animalid0_031.ome.tiff	361500e7-94d3-44f8-a16b-dc17b2bb1e6c	Detection		Cells: marker-	GRN	Polygon	10.7956	5.5609	5.7627
