Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse1_050.ome.tiff	0b64c15d-3c89-4152-aba4-6e5c054f1cb4	Annotation	fiber tracts	Right: fiber tracts	root	Geometry	6825.5	4451.8	1009.0	997.0	0.0	262.244	159.6429	0.0	19	14	5	0	403564.1	11632.5
mouse1_050.ome.tiff	22225b04-b768-47fb-a579-8b60d0dd8e31	Annotation	MDRNd	Right: MDRNd	MDRN	Polygon	6734.5	4351.0	1098.0	395.0	0.0	49.4423	0.0	0.0	315	265	42	8	419682.8	2921.5
mouse1_050.ome.tiff	361ad993-b347-48b8-82e9-68a292cbf5d3	Annotation	Root		Root object (Image)	Geometry	5549.0	4097.5				2.8657	2.6539	0.0	15068	6022	8402	644	12278149.9	24753.2
mouse1_050.ome.tiff	658e7c95-3421-4ccd-acde-30aa543a5d1c	Annotation	PARN	Right: PARN	MY-mot	Polygon	7173.3	4858.5	852.0	370.0	0.0	13466.1522	1178.3979	193.5175	28	20	8	0	69182.6	1253.0
mouse1_050.ome.tiff	ef5ada70-03b8-44f7-ae47-4321b9b7f062	Annotation	VERM	Left: VERM	CBX	Polygon	4920.3	3204.1	645.0	528.0	0.0	2.4173	0.0	0.0	5	4	0	1	894941.3	6513.7
mouse1_050.ome.tiff	e80d9576-7380-49c2-93c4-6998b7c11ee8	Annotation	cbf	Right: cbf	fiber tracts	Geometry	6575.0	3994.9	960.0	1009.0	0.0	13.6352	0.0	0.0	3	3	0	0	115580.5	4460.8
mouse1_050.ome.tiff	1a0b9ace-3ee7-402c-b30e-1236f84268d6	Annotation	NR	Left: NR	PHY	Polygon	5173.3	4421.6	177.0	154.0	0.0	415.454	97.2238	0.0	151	67	83	1	7200.8	490.85
mouse1_050.ome.tiff	b9f620f3-0efe-4f15-a0f5-687a5ce3ac36	Annotation	Vn	Left: Vn	cm	Geometry	3443.9	4415.7	901.0	967.0	0.0	13477.73	1183.0057	202.8659	2	2	0	0	165932.9	4855.5
mouse1_050.ome.tiff	3403075a-6154-4623-bd7f-b5bef86e3868	Annotation	Xn	Left: Xn	cm	Polygon	5005.1	3950.1	917.0	967.0	0.0	0.0	0.0	0.0	0	0	0	0	4470.4	242.08
mouse1_050.ome.tiff	be4f125e-a414-456d-b3ce-dbf26d2b6f8d	Annotation	GR	Right: GR	DCN	Polygon	5893.3	3700.9	1039.0	720.0	0.0	5.8359	0.0	0.0	0	0	0	0	26048.9	656.0
mouse1_050.ome.tiff	f5c3acd7-095b-40a7-9ec6-65eb04000918	Annotation	XII	Right: XII	MY-mot	Polygon	5734.1	4236.3	773.0	370.0	0.0	262.244	159.6429	0.0	549	545	4	0	110414.5	1276.1
mouse1_050.ome.tiff	eed164a8-838a-4d21-a94c-b01cab8edc36	Annotation	cbf	Left: cbf	fiber tracts	Geometry	4468.2	4107.4	960.0	1009.0	0.0	198.4846	574.6225	25.7609	1	1	0	0	108626.4	4060.2
mouse1_050.ome.tiff	0340ab83-e493-4559-b532-86c939dcde71	Annotation	ECU	Left: ECU	MY-sen	Polygon	4392.0	3693.1	903.0	386.0	0.0	565.9344	1792.8102	116.3302	1	1	0	0	45697.0	880.76
mouse1_050.ome.tiff	586db7ae-9069-4331-884b-16ebc0d8a82c	Annotation	DCN	Right: DCN	MY-sen	Polygon	6218.7	3756.4	720.0	386.0	0.0	11.5778	4.6078	9.3484	17	5	12	0	174230.8	1995.1
mouse1_050.ome.tiff	0a72a579-dc5b-4cb4-9fc5-20fc34c19f81	Annotation	PYR	Right: PYR	VERM	Polygon	5987.9	2830.1	951.0	645.0	0.0	1379.5278	76.4693	95.2763	1	0	1	0	297730.4	2674.7
mouse1_050.ome.tiff	c248b733-33fd-47f3-ac8c-4ed92b09376e	Annotation	ts	Right: ts	Xn	Polygon	5980.2	3881.2	237.0	917.0	0.0	2.9649	0.0	0.0	0	0	0	0	4238.3	242.07
mouse1_050.ome.tiff	0b62c117-fef8-4771-b349-fd2fd56824e3	Annotation	AP	Right: AP	MY-sen	Polygon	5554.3	3762.9	207.0	386.0	0.0	2.9649	0.0	0.0	12	5	1	6	30037.7	813.06
mouse1_050.ome.tiff	1b731af8-cb9f-4241-9e0e-c45008aa22af	Annotation	rust	Left: rust	eps	Polygon	4041.6	5423.4	863.0	1000.0	0.0	2.9649	0.0	6.0627	6	0	6	0	14507.0	615.51
mouse1_050.ome.tiff	190c26eb-8c2b-42bb-8742-7814ab1d8678	Annotation	cst	Left: cst	lfbs	Polygon	5131.7	5488.4	784.0	983.0	0.0	49.4423	0.0	0.0	0	0	0	0	59065.6	1003.8
mouse1_050.ome.tiff	5f2a943d-7e7a-4df2-87d3-4f24665e8755	Annotation	grey	Left: grey	root	Geometry	4431.0	4163.7	8.0	997.0	0.0	17123.4256	37936.7125	3188.8011	11994	3366	8020	608	5551986.6	25997.3
mouse1_050.ome.tiff	78f6fd2a-45ad-4fc8-84a7-74f627b4e37b	Annotation	PHY	Right: PHY	MY-mot	Polygon	5877.1	4341.7	154.0	370.0	0.0	9423.9494	648.5807	186.4924	4	4	0	0	7902.0	498.21
mouse1_050.ome.tiff	0d268677-7906-47d2-9664-78ec514c2720	Annotation	SPVC	Right: SPVC	MY-sen	Polygon	7207.7	4168.8	429.0	386.0	0.0	2.0965	0.0	0.0	33	19	14	0	591250.5	3307.2
mouse1_050.ome.tiff	d87c146f-50bb-4034-a23f-aeda53fad87a	Annotation	sV	Left: sV	Vn	Geometry	3443.9	4415.7	229.0	901.0	0.0	30673.3648	39169.1986	3391.667	2	2	0	0	165932.9	4855.5
mouse1_050.ome.tiff	eb63b91a-4dfc-4797-8084-6b297c23b978	Annotation	MY	Left: MY	HB	Geometry	4452.0	4596.7	354.0	1065.0	0.0	1.287	0.0	0.0	11988	3361	8020	607	3850206.1	16651.1
mouse1_050.ome.tiff	b0ef07eb-af3a-4f17-a667-457a2aad78e0	Annotation	RPA	Right: RPA	MY-sat	Polygon	5566.5	5302.7	230.0	379.0	0.0	1.0952	0.0	0.0	0	0	0	0	14963.7	739.32
mouse1_050.ome.tiff	9409fe54-5738-451a-926e-4bd608d10af0	Annotation	lfbs	Right: lfbs	fiber tracts	Polygon	5971.1	5437.8	983.0	1009.0	0.0	198.4846	594.2702	25.7609	0	0	0	0	59061.7	1022.4
mouse1_050.ome.tiff	3bda81f8-2c95-42e7-b8c0-c462dc044a10	Annotation	COPY	Right: COPY	HEM	Polygon	6978.5	3104.3	1033.0	1073.0	0.0	13.2207	1297.2872	93.1195	1	1	0	0	650299.9	3442.2
mouse1_050.ome.tiff	1731da86-221b-4168-bcc8-87b152b8184a	Annotation	XII	Left: XII	MY-mot	Polygon	5293.8	4289.6	773.0	370.0	0.0	3.2356	8.8948	0.0	645	550	95	0	109904.3	1269.5
mouse1_050.ome.tiff	365df3b7-49f8-48cb-9d54-fb9043de05fb	Annotation	AP	Left: AP	MY-sen	Polygon	5389.4	3768.5	207.0	386.0	0.0	0.0	0.0	0.0	1	1	0	0	27858.6	791.0
mouse1_050.ome.tiff	60e8bb05-b71c-4cbd-a1d4-fc95a46ddd4f	Annotation	sctv	Right: sctv	scp	Polygon	7017.2	5297.0	866.0	326.0	0.0	371.3963	2283.2843	123.2504	3	3	0	0	14849.2	831.27
mouse1_050.ome.tiff	85170fa1-8926-4b8b-af52-73c90b5fcf3a	Annotation	Vn	Right: Vn	cm	Geometry	7604.9	4231.6	901.0	967.0	0.0	17.2809	17.4137	0.0	0	0	0	0	161617.9	4691.4
mouse1_050.ome.tiff	847c361c-36db-40b7-b810-ead1511ce32b	Annotation	PYR	Left: PYR	VERM	Polygon	4957.5	2875.0	951.0	645.0	0.0	1.5489	0.0	0.0	2	2	0	0	241518.0	2517.1
mouse1_050.ome.tiff	db86e802-80f0-423c-b547-70b644aead2c	Annotation	MDRNv	Right: MDRNv	MDRN	Geometry	6168.8	4652.0	1107.0	395.0	0.0	0.0	0.0	0.0	238	208	22	8	323291.2	2513.2
